STNAME,CTYNAME,New_percent_change
Mississippi,Rankin County,17.67646030533363
Mississippi,Scott County,47.3356302551011
Mississippi,Simpson County,20.076667810962356
Mississippi,Smith County,29.36381498592744
Mississippi,Stone County,2.2425732681095933
Mississippi,Sunflower County,0.0
Mississippi,Tate County,33.18476617740289
Mississippi,Tippah County,5.609088609341573
Mississippi,Tishomingo County,18.705143914576517
Mississippi,Tunica County,11.293357586401553
Mississippi,Union County,3.921706187736773
Mississippi,Walthall County,2.7791854214485046
Mississippi,Warren County,21.840716470881837
Mississippi,Wayne County,0.0
Mississippi,Webster County,0.0
Mississippi,Winston County,0.0
Mississippi,Yalobusha County,5.738750442895957
Mississippi,Yazoo County,16.43945222341896
Missouri,Adair County,35.440523225964895
Missouri,Andrew County,27.99011507148379
Missouri,Atchison County,0.0
Missouri,Audrain County,25.132703943379695
Missouri,Barry County,30.690738606703547
Missouri,Barton County,0.0
Missouri,Bates County,26.875513578768985
Missouri,Benton County,41.62962045693763
Missouri,Bollinger County,8.942435887381372
Missouri,Boone County,21.54575906501377
Missouri,Buchanan County,16.583213369218285
Missouri,Butler County,16.612193135303997
Missouri,Caldwell County,30.18315857429956
Missouri,Callaway County,42.29186319278067
Missouri,Camden County,19.18254247021367
Missouri,Cape Girardeau County,26.760285709952857
Missouri,Carroll County,60.735810020689065
Missouri,Cass County,44.57306668486791
Missouri,Cedar County,47.45434522152707
Missouri,Chariton County,46.79923726505042
Missouri,Christian County,40.17396719142226
Missouri,Clay County,36.449760512318385
Missouri,Clinton County,35.77754720896451
Missouri,Cole County,17.202021731449978
Missouri,Cooper County,42.847230602147924
Missouri,Crawford County,26.0348362548255
Missouri,Dade County,33.340103997400085
Missouri,Dallas County,35.27642692603021
Missouri,Daviess County,37.18699782347797
Missouri,DeKalb County,35.136847680115025
Missouri,Dent County,16.215591510821593
Missouri,Douglas County,32.15390279823267
Missouri,Dunklin County,24.744092209488876
Missouri,Franklin County,21.331360734266468
Missouri,Gasconade County,11.762781186094063
Missouri,Gentry County,25.060203853046616
Missouri,Greene County,30.8127703962106
Missouri,Grundy County,21.857639790249728
Missouri,Harrison County,34.831587066915205
Missouri,Hickory County,0.0
Missouri,Howard County,37.83891924903393
Missouri,Howell County,29.65883371402942
Missouri,Iron County,0.0
Missouri,Jackson County,41.816228513650145
Missouri,Jasper County,71.85019977012755
Missouri,Jefferson County,14.791277180391216
Missouri,Johnson County,32.04487602526629
Missouri,Laclede County,31.302473225675655
Missouri,Lafayette County,36.42494999767434
Missouri,Lawrence County,44.14753200179311
Missouri,Lewis County,23.590960946772842
Missouri,Lincoln County,26.588239956669348
Missouri,Linn County,34.0433772269559
Missouri,Livingston County,28.653247330960863
Missouri,Macon County,24.708306248140733
Missouri,Madison County,0.0
Missouri,Maries County,0.0
Missouri,Marion County,33.876779750395514
Missouri,McDonald County,15.101611096086254
Missouri,Mercer County,0.0
Missouri,Miller County,25.697633991472845
Missouri,Mississippi County,0.0
Missouri,Moniteau County,31.06116057778725
Missouri,Monroe County,39.58681207319461
Missouri,Montgomery County,0.0
Missouri,New Madrid County,22.52072814859418
Missouri,Newton County,34.38942466205073
Missouri,Nodaway County,42.86578878010212
Missouri,Oregon County,0.0
Missouri,Osage County,44.421884385337094
Missouri,Ozark County,0.0
Missouri,Pemiscot County,10.290934280024233
Missouri,Perry County,40.45751873499825
Missouri,Pettis County,58.11214569138588
Missouri,Phelps County,6.830998928267862
Missouri,Pike County,0.0
Missouri,Platte County,37.51020165496517
Missouri,Polk County,31.79023713063436
Missouri,Pulaski County,11.568371766200226
Missouri,Putnam County,0.0
Missouri,Ralls County,40.01359850416455
Missouri,Randolph County,26.65746575699186
Missouri,Ray County,34.27272195007711
Missouri,Reynolds County,6.03671194959392
Missouri,Saline County,30.168544790117945
Missouri,Scott County,2.272855239203464
Missouri,Shannon County,0.0
Missouri,Shelby County,29.146437189289777
Missouri,Stoddard County,3.330238654360773
Missouri,Stone County,31.623265242476293
Missouri,Sullivan County,23.122135228194864
Missouri,Taney County,21.43237598643182
Missouri,Texas County,46.947125354496656
Missouri,Vernon County,32.660429167090356
Missouri,Warren County,16.7525982588697
Missouri,Washington County,39.67487934975868
Missouri,Wayne County,0.0
Missouri,Webster County,36.9999915947316
Missouri,Wright County,0.0
Montana,Beaverhead County,56.21233447667977
Montana,Broadwater County,48.39420107017007
Montana,Carbon County,0.0
Montana,Cascade County,32.41046026217127
Montana,Chouteau County,27.46020260492039
Montana,Custer County,26.327667970507807
Montana,Dawson County,0.0
Montana,Deer Lodge County,34.982356672745986
Montana,Fergus County,10.313349654909377
Montana,Flathead County,57.84484908954857
Montana,Gallatin County,58.68184811274233
Montana,Glacier County,0.0
Montana,Granite County,31.7010720863631
Montana,Hill County,33.55659383692979
Montana,Jefferson County,46.62822309026977
Montana,Judith Basin County,6.8090700325643905
Montana,Lake County,25.636993713964618
Montana,Lewis and Clark County,40.32106791057741
Montana,Lincoln County,32.32847343782963
Montana,Madison County,17.22183378451867
Montana,Meagher County,24.38114217611318
Montana,Mineral County,30.68855048931414
Montana,Missoula County,36.29431632982445
Montana,Park County,50.10297473059933
Montana,Pondera County,48.501652326045374
Montana,Powell County,43.39515798112434
Montana,Ravalli County,27.249570212587535
Montana,Sanders County,32.575388355769185
Montana,Silver Bow County,33.317017901654154
Montana,Stillwater County,50.93651242259965
Montana,Sweet Grass County,54.298076764884875
Montana,Teton County,42.5637206453499
Montana,Valley County,0.0
Montana,Yellowstone County,27.515763546798034
Nebraska,Adams County,46.4443479274145
Nebraska,Antelope County,0.0
Nebraska,Box Butte County,0.0
Nebraska,Buffalo County,36.47717401795199
Nebraska,Burt County,36.48674064321988
Nebraska,Butler County,62.00804489491507
Nebraska,Cass County,36.34019962316035
Nebraska,Cedar County,41.691704489761136
Nebraska,Cheyenne County,0.0
Nebraska,Clay County,19.61090925815203
Nebraska,Colfax County,55.163990769381876
Nebraska,Cuming County,62.57918133938376
Nebraska,Custer County,0.0
Nebraska,Dakota County,48.98414652916729
Nebraska,Dawes County,12.866705522881006
Nebraska,Dawson County,42.610941108216615
Nebraska,Dixon County,0.0
Nebraska,Dodge County,38.58080958404641
Nebraska,Douglas County,44.09713908418767
Nebraska,Fillmore County,0.0
Nebraska,Frontier County,50.9617815812506
Nebraska,Gage County,33.22319942952221
Nebraska,Hall County,46.18518051224747
Nebraska,Hamilton County,51.03647018937379
Nebraska,Howard County,28.599084445026634
Nebraska,Jefferson County,19.045236795828014
Nebraska,Johnson County,4.006694903675356
Nebraska,Kearney County,60.281376909688646
Nebraska,Keith County,58.16049785620238
Nebraska,Knox County,0.0
Nebraska,Lancaster County,38.87963334443998
Nebraska,Lincoln County,44.849683322917365
Nebraska,Madison County,57.77270197124711
Nebraska,Merrick County,55.13347140062015
Nebraska,Morrill County,0.0
Nebraska,Nemaha County,14.428831124026376
Nebraska,Nuckolls County,0.0
Nebraska,Otoe County,30.001551002119676
Nebraska,Pawnee County,49.683910261352196
Nebraska,Phelps County,61.023080898604576
Nebraska,Pierce County,54.22407452807061
Nebraska,Platte County,66.58246684057755
Nebraska,Polk County,14.964794930469981
Nebraska,Red Willow County,53.35501698993828
Nebraska,Saline County,38.07127108176434
Nebraska,Sarpy County,34.85287926275906
Nebraska,Saunders County,48.63747441628043
Nebraska,Scotts Bluff County,47.69198312236285
Nebraska,Seward County,41.377101681345096
Nebraska,Stanton County,52.977001827093176
Nebraska,Thurston County,0.0
Nebraska,Washington County,33.62480502906842
Nebraska,Wayne County,51.647067985359364
Nebraska,Webster County,47.96528199187215
Nebraska,York County,20.02970340278687
Nevada,Carson City,105.69307391258502
Nevada,Churchill County,112.32270790460173
Nevada,Clark County,99.75632924462062
Nevada,Douglas County,95.90798155639722
Nevada,Elko County,126.72481751824813
Nevada,Eureka County,130.53494532534876
Nevada,Humboldt County,22.316842524387816
Nevada,Lander County,167.3114251197893
Nevada,Lincoln County,123.56509961058744
Nevada,Lyon County,112.61499788039484
Nevada,Mineral County,143.6279616422256
Nevada,Nye County,84.80408102912914
Nevada,Pershing County,120.37445834355327
Nevada,Storey County,101.83205837146434
Nevada,Washoe County,106.09944252407035
Nevada,White Pine County,114.81082935653903
New Hampshire,Belknap County,31.21342666518727
New Hampshire,Carroll County,31.889015406780818
New Hampshire,Cheshire County,22.239333530334406
New Hampshire,Coos County,24.008966493629067
New Hampshire,Grafton County,28.495714740955624
New Hampshire,Hillsborough County,31.672949278286833
New Hampshire,Merrimack County,26.90184164487668
New Hampshire,Rockingham County,36.16166122968445
New Hampshire,Strafford County,33.0525638356268
New Hampshire,Sullivan County,25.555271335971174
New Jersey,Atlantic County,-8.843170805096346
New Jersey,Bergen County,11.790971329310441
New Jersey,Burlington County,0.7400242450865679
New Jersey,Camden County,-0.8890600761901069
New Jersey,Cape May County,8.510921321960453
New Jersey,Cumberland County,-4.3708802062756185
New Jersey,Essex County,17.445610990763115
New Jersey,Gloucester County,-0.5094100010503255
New Jersey,Hudson County,40.69406707194278
New Jersey,Hunterdon County,3.5849621847193314
New Jersey,Mercer County,0.4220022711109328
New Jersey,Middlesex County,12.92272208960139
New Jersey,Monmouth County,12.62465276444309
New Jersey,Morris County,6.012314121440232
New Jersey,Ocean County,5.05959707312551
New Jersey,Passaic County,9.648784018441203
New Jersey,Salem County,-5.834358397236262
New Jersey,Somerset County,7.179220858958479
New Jersey,Sussex County,0.4148229025300987
New Jersey,Union County,14.525924662970557
New Jersey,Warren County,1.7459012224275705
New Mexico,Bernalillo County,17.79830131112392
New Mexico,Chaves County,38.29038917348424
New Mexico,Colfax County,8.239901532952842
New Mexico,Curry County,0.0
New Mexico,Grant County,29.285287676687275
New Mexico,Lea County,21.554681736464776
New Mexico,Lincoln County,9.76736775015934
New Mexico,Los Alamos County,6.436782394984841
New Mexico,Luna County,1.8611698247320563
New Mexico,McKinley County,17.360944421410984
New Mexico,Otero County,0.0
New Mexico,Quay County,28.61175096518833
New Mexico,Rio Arriba County,3.2797393301639888
New Mexico,Roosevelt County,40.91324580355662
New Mexico,San Juan County,45.39637952559301
New Mexico,San Miguel County,15.943254692004484
New Mexico,Sandoval County,21.88595957472701
New Mexico,Santa Fe County,26.15900972220402
New Mexico,Sierra County,5.989636138335008
New Mexico,Socorro County,7.423671162861867
New Mexico,Taos County,66.00053373384054
New Mexico,Torrance County,14.923748427938799
New Mexico,Valencia County,31.367272245499578
New York,Albany County,9.475844058944194
New York,Allegany County,36.72177461546509
New York,Bronx County,46.652370970120074
New York,Broome County,-2.797610497587677
New York,Cattaraugus County,-12.79374721413098
New York,Cayuga County,15.479798849584947
New York,Chautauqua County,17.98014842726836
New York,Chemung County,13.115273995822552
New York,Chenango County,29.080241302371725
New York,Clinton County,29.389174947045802
New York,Columbia County,26.16875823069178
New York,Cortland County,36.387961232472435
New York,Delaware County,24.286871376216013
New York,Dutchess County,5.2535319804777325
New York,Erie County,37.200935007791756
New York,Essex County,32.13125817200218
New York,Franklin County,40.731781809296905
New York,Fulton County,30.258098155510638
New York,Genesee County,31.149419798481446
New York,Greene County,17.13331514195211
New York,Hamilton County,36.644370698449144
New York,Herkimer County,32.205296095855296
New York,Jefferson County,14.26416910673456
New York,Kings County,61.00652705842711
New York,Lewis County,46.98920712578849
New York,Livingston County,24.788358419972777
New York,Madison County,-2.7525624250354097
New York,Monroe County,22.97729602136842
New York,Montgomery County,28.525564286180717
New York,Nassau County,26.476675230948143
New York,New York County,38.82549235105379
New York,Niagara County,39.660199979762865
New York,Oneida County,20.90825364308524
New York,Onondaga County,16.999968946992517
New York,Ontario County,21.951979845276924
New York,Orange County,7.7235448682219765
New York,Orleans County,33.49343243116907
New York,Oswego County,18.586241276171478
New York,Otsego County,30.045398266611567
New York,Putnam County,6.4471710364283785
New York,Queens County,54.29743355483703
New York,Rensselaer County,6.518804885770968
New York,Richmond County,35.42136945071488
New York,Rockland County,8.020778386808303
New York,Saratoga County,12.781228607306815
New York,Schenectady County,6.005130666097913
New York,Schoharie County,24.633771526884573
New York,Schuyler County,45.37433260050256
New York,Seneca County,38.84780113034263
New York,Steuben County,19.790176963133543
New York,Suffolk County,14.634881478900464
New York,Sullivan County,-5.814692350234774
New York,Tioga County,35.572778678476794
New York,Tompkins County,14.7974721699633
New York,Ulster County,11.114749326930063
New York,Warren County,16.458105772187892
New York,Washington County,34.34916425191954
New York,Wayne County,24.145751965952677
New York,Westchester County,7.518212086532894
New York,Wyoming County,32.95208333333333
New York,Yates County,40.86342812332329
North Carolina,Alamance County,0.0
North Carolina,Alexander County,28.55896502729518
North Carolina,Alleghany County,28.068341371100658
North Carolina,Anson County,13.071620346854385
North Carolina,Ashe County,32.91338689172012
North Carolina,Avery County,0.0
North Carolina,Beaufort County,15.535881914996953
North Carolina,Bertie County,3.8139332625628075
North Carolina,Bladen County,24.31046213429635
North Carolina,Brunswick County,11.399625368394783
North Carolina,Buncombe County,40.35193233877597
North Carolina,Burke County,0.0
North Carolina,Cabarrus County,42.51582268934433
North Carolina,Caldwell County,25.650551385802324
North Carolina,Camden County,20.04851959048719
North Carolina,Carteret County,8.858878038018014
North Carolina,Caswell County,23.46501561558274
North Carolina,Catawba County,30.929801324503316
North Carolina,Chatham County,29.083427084929635
North Carolina,Cherokee County,-0.11154419782177794
North Carolina,Chowan County,9.171084038562881
North Carolina,Clay County,12.828063836193927
North Carolina,Cleveland County,17.407043330368708
North Carolina,Columbus County,17.20304125638792
North Carolina,Craven County,6.559467124606444
North Carolina,Cumberland County,-2.486097729359016
North Carolina,Currituck County,17.65994665257049
North Carolina,Dare County,3.6729940891895074
North Carolina,Davidson County,24.733638975882233
North Carolina,Davie County,25.348343405661456
North Carolina,Duplin County,26.261502130778226
North Carolina,Durham County,42.642419437424664
North Carolina,Edgecombe County,7.830916995916781
North Carolina,Forsyth County,17.96861687020732
North Carolina,Franklin County,32.774138675197364
North Carolina,Gaston County,51.1015782673681
North Carolina,Gates County,27.14661950806734
North Carolina,Graham County,15.135213948063097
North Carolina,Granville County,29.007213964065738
North Carolina,Greene County,29.096483406417594
North Carolina,Guilford County,19.809149633283397
North Carolina,Halifax County,7.760890378171403
North Carolina,Harnett County,18.07412178226635
North Carolina,Haywood County,25.17254740512915
North Carolina,Henderson County,39.23188862995715
North Carolina,Hertford County,28.355141881478364
North Carolina,Hoke County,30.846934444573048
North Carolina,Hyde County,35.91702117489606
North Carolina,Iredell County,25.72480108685362
North Carolina,Jackson County,7.7857646472115905
North Carolina,Johnston County,32.119962794439296
North Carolina,Jones County,13.57788505983255
North Carolina,Lee County,21.863571055381392
North Carolina,Lenoir County,17.702153830384248
North Carolina,Lincoln County,40.18866385438275
North Carolina,Macon County,10.948242656409125
North Carolina,Madison County,27.277908677999175
North Carolina,Martin County,-0.05028795842859646
North Carolina,McDowell County,17.430219503697096
North Carolina,Mecklenburg County,53.38649312123076
North Carolina,Mitchell County,24.769054107323353
North Carolina,Montgomery County,37.439905189955525
North Carolina,Moore County,24.02176354606034
North Carolina,Nash County,14.54910535764422
North Carolina,New Hanover County,27.09823935923419
North Carolina,Northampton County,21.438411020342762
North Carolina,Onslow County,-2.3275126685610603
North Carolina,Orange County,23.06047523414614
North Carolina,Pamlico County,15.317289472666573
North Carolina,Pasquotank County,3.3620398397583795
North Carolina,Pender County,18.434016074669458
North Carolina,Perquimans County,-45.150861028988345
North Carolina,Person County,22.177331295042556
North Carolina,Pitt County,10.867702196036412
North Carolina,Polk County,45.21848811638611
North Carolina,Randolph County,22.377207300786473
North Carolina,Richmond County,31.98449828922556
North Carolina,Robeson County,0.0
North Carolina,Rockingham County,16.590684271644207
North Carolina,Rowan County,24.702623834606886
North Carolina,Rutherford County,25.236477515177636
North Carolina,Sampson County,28.794771241830077
North Carolina,Scotland County,10.788639881942718
North Carolina,Stanly County,27.136014100322647
North Carolina,Stokes County,27.121357079776274
North Carolina,Surry County,29.96841666170067
North Carolina,Swain County,35.725573122227885
North Carolina,Transylvania County,23.84098130495824
North Carolina,Tyrrell County,15.440939916869322
North Carolina,Union County,44.23641740429356
North Carolina,Vance County,7.428081255128149
North Carolina,Wake County,35.82209064270538
North Carolina,Warren County,12.744559890217634
North Carolina,Washington County,4.125159225267017
North Carolina,Watauga County,15.60231215873593
North Carolina,Wayne County,15.292502011826038
North Carolina,Wilkes County,38.12521334056183
North Carolina,Wilson County,19.839315669174717
North Carolina,Yadkin County,36.05581323883884
North Carolina,Yancey County,25.120056834871484
North Dakota,Adams County,4.631358780906836
North Dakota,Barnes County,2.512367519775882
North Dakota,Benson County,0.0
North Dakota,Burleigh County,44.63546857145835
North Dakota,Cass County,25.682942799179955
North Dakota,Emmons County,16.86390004462297
North Dakota,Grand Forks County,39.428064896718325
North Dakota,McHenry County,57.97597469123992
North Dakota,McKenzie County,0.0
North Dakota,McLean County,65.42694859433912
North Dakota,Mercer County,40.53521842501675
North Dakota,Morton County,4.229208839760457
North Dakota,Pembina County,2.3753517411185365
North Dakota,Ramsey County,72.50334728922705
North Dakota,Richland County,79.62901240898361
North Dakota,Rolette County,22.980793424473678
North Dakota,Stark County,70.07092288967766
North Dakota,Stutsman County,8.803708392285369
North Dakota,Traill County,32.0681808863925
North Dakota,Walsh County,51.78928508582486
North Dakota,Ward County,44.43405664197408
North Dakota,Williams County,81.82720431167635
Ohio,Adams County,38.806710189240576
Ohio,Allen County,22.5017714182979
Ohio,Ashland County,29.365684016169347
Ohio,Ashtabula County,16.694035058910494
Ohio,Athens County,38.999970142420715
Ohio,Auglaize County,36.58433131480858
Ohio,Belmont County,56.343798579128524
Ohio,Brown County,31.105936254602938
Ohio,Butler County,29.299753032064512
Ohio,Carroll County,44.66312925453726
Ohio,Champaign County,33.06790226217562
Ohio,Clark County,27.11218690801931
Ohio,Clermont County,26.692766149054712
Ohio,Clinton County,25.83701024052911
Ohio,Columbiana County,29.545594293795773
Ohio,Coshocton County,41.18307932786247
Ohio,Crawford County,20.268732128480572
Ohio,Cuyahoga County,21.593259897094995
Ohio,Darke County,31.87435966070098
Ohio,Defiance County,44.22260523545669
Ohio,Delaware County,33.85388732074552
Ohio,Erie County,19.948930999376003
Ohio,Fairfield County,38.47409713178542
Ohio,Fayette County,24.720993232713063
Ohio,Franklin County,46.796273795058774
Ohio,Fulton County,27.64495948272241
Ohio,Gallia County,37.7712771277128
Ohio,Geauga County,25.289626252677945
Ohio,Greene County,26.26467227589069
Ohio,Guernsey County,48.278518273978975
Ohio,Hamilton County,28.488159458718076
Ohio,Hancock County,33.23345573525616
Ohio,Hardin County,33.5089269931059
Ohio,Harrison County,50.92651151024541
Ohio,Henry County,38.62794087028938
Ohio,Highland County,25.014245014245006
Ohio,Hocking County,30.649985338676554
Ohio,Holmes County,58.327977564196146
Ohio,Huron County,16.788614771682496
Ohio,Jackson County,40.923829086526254
Ohio,Jefferson County,12.879409351927794
Ohio,Knox County,65.77703201840481
Ohio,Lake County,14.821595207396898
Ohio,Lawrence County,41.72369295741605
Ohio,Licking County,47.60410663593093
Ohio,Logan County,37.687427645288274
Ohio,Lorain County,20.015052376125062
Ohio,Lucas County,31.65042846839361
Ohio,Madison County,40.072959348010116
Ohio,Mahoning County,18.207002878720367
Ohio,Marion County,23.33200487621905
Ohio,Medina County,29.891680909048922
Ohio,Meigs County,39.293920335429775
Ohio,Mercer County,49.75211458629252
Ohio,Miami County,29.842722378313912
Ohio,Monroe County,1.874433135140574
Ohio,Montgomery County,22.361158751442247
Ohio,Morgan County,41.253536017372916
Ohio,Morrow County,46.083206273143105
Ohio,Muskingum County,32.601847741062514
Ohio,Noble County,1.957447475943619
Ohio,Ottawa County,27.962624852325213
Ohio,Paulding County,30.537430960363942
Ohio,Perry County,28.021300988974485
Ohio,Pickaway County,38.3877343323648
Ohio,Pike County,43.39021527428446
Ohio,Portage County,18.852508787672306
Ohio,Preble County,27.392583768213875
Ohio,Putnam County,40.92193538977611
Ohio,Richland County,47.93367698887512
Ohio,Ross County,38.768432993031944
Ohio,Sandusky County,32.442907017712464
Ohio,Scioto County,18.66876120834664
Ohio,Seneca County,28.06803815653376
Ohio,Shelby County,36.11610493428519
Ohio,Stark County,24.25681762345433
Ohio,Summit County,21.695355362901523
Ohio,Trumbull County,21.731438131115578
Ohio,Tuscarawas County,22.65784845112888
Ohio,Union County,42.76852671666154
Ohio,Van Wert County,38.52265805016288
Ohio,Vinton County,34.989002932551315
Ohio,Warren County,31.86911983245986
Ohio,Washington County,40.722187654893816
Ohio,Wayne County,26.66587374743541
Ohio,Williams County,24.585552429980375
Ohio,Wood County,23.139447174187346
Ohio,Wyandot County,34.35936639273307
Oklahoma,Adair County,26.18806234951212
Oklahoma,Atoka County,4.931485787865397
Oklahoma,Beckham County,43.24078173423565
Oklahoma,Blaine County,41.99744793328166
Oklahoma,Bryan County,36.812155208381704
Oklahoma,Caddo County,67.67322390677859
Oklahoma,Canadian County,18.037707220007615
Oklahoma,Carter County,39.699746076058375
Oklahoma,Cherokee County,18.654578617026907
Oklahoma,Choctaw County,16.750113791533927
Oklahoma,Cleveland County,17.756253384608
Oklahoma,Coal County,35.837665923936804
Oklahoma,Comanche County,14.242151628091705
Oklahoma,Cotton County,36.39848122222025
Oklahoma,Craig County,30.39361011405255
Oklahoma,Creek County,25.26037530348757
Oklahoma,Custer County,28.55019958347791
Oklahoma,Delaware County,33.41836498056643
Oklahoma,Ellis County,39.25940955666023
Oklahoma,Garfield County,29.980333179083797
Oklahoma,Garvin County,35.73493931524763
Oklahoma,Grady County,30.46384211583142
Oklahoma,Grant County,59.229674321769245
Oklahoma,Greer County,0.0
Oklahoma,Harmon County,19.793555586553225
Oklahoma,Harper County,0.0
Oklahoma,Haskell County,60.71506949524501
Oklahoma,Hughes County,31.095234387167146
Oklahoma,Jackson County,26.98615194039238
Oklahoma,Jefferson County,23.199001943888376
Oklahoma,Johnston County,37.37024782665108
Oklahoma,Kay County,25.026266416510357
Oklahoma,Kingfisher County,40.479654912644605
Oklahoma,Kiowa County,7.215351812366744
Oklahoma,Latimer County,27.734492559772626
Oklahoma,Lincoln County,29.61727505907026
Oklahoma,Logan County,21.43251138940534
Oklahoma,Love County,40.08294093744773
Oklahoma,Major County,37.41862942360046
Oklahoma,Marshall County,25.77244163411414
Oklahoma,Mayes County,40.65427093527192
Oklahoma,McClain County,30.754241259027303
Oklahoma,McCurtain County,47.66219711282722
Oklahoma,McIntosh County,28.09695978042861
Oklahoma,Murray County,51.4502031074652
Oklahoma,Muskogee County,8.650036492545098
Oklahoma,Noble County,35.4200658806145
Oklahoma,Nowata County,32.99207455915838
Oklahoma,Okfuskee County,31.969283790340143
Oklahoma,Oklahoma County,24.44972983723932
Oklahoma,Okmulgee County,29.82799426026348
Oklahoma,Osage County,22.49619613894611
Oklahoma,Ottawa County,31.431502246117926
Oklahoma,Pawnee County,46.34684833861633
Oklahoma,Payne County,31.86054216611589
Oklahoma,Pittsburg County,16.435022943969102
Oklahoma,Pontotoc County,21.94143411634837
Oklahoma,Pottawatomie County,21.9378668164812
Oklahoma,Pushmataha County,0.0
Oklahoma,Rogers County,-4.513565964401101
Oklahoma,Seminole County,35.748210430632895
Oklahoma,Sequoyah County,32.80501647241212
Oklahoma,Stephens County,35.98673809267985
Oklahoma,Texas County,0.0
Oklahoma,Tillman County,20.449845818973287
Oklahoma,Tulsa County,16.102350852164893
Oklahoma,Wagoner County,28.622614411986724
Oklahoma,Washington County,13.308457711442777
Oklahoma,Washita County,10.108534070746945
Oklahoma,Woods County,15.958717287136025
Oklahoma,Woodward County,40.78809954405358
Oregon,Baker County,63.32643629261501
Oregon,Benton County,49.75372018455
Oregon,Clackamas County,58.439440267884635
Oregon,Clatsop County,49.14203520998362
Oregon,Columbia County,67.78906146963037
Oregon,Coos County,48.72667118576604
Oregon,Crook County,52.41684710938905
Oregon,Curry County,31.138770145203452
Oregon,Deschutes County,96.52959927140256
Oregon,Douglas County,23.528766762793495
Oregon,Gilliam County,55.541086971420725
Oregon,Grant County,38.18481371708096
Oregon,Harney County,47.68615217686152
Oregon,Hood River County,72.40169652036454
Oregon,Jackson County,45.19016168402299
Oregon,Jefferson County,64.5949706024232
Oregon,Josephine County,33.694156414964915
Oregon,Klamath County,23.48143364546338
Oregon,Lake County,2.556875377491452
Oregon,Lane County,51.12535442826851
Oregon,Lincoln County,57.87093052343539
Oregon,Linn County,79.65547680577228
Oregon,Malheur County,51.94034131650651
Oregon,Marion County,63.110357402967445
Oregon,Morrow County,77.15742557913461
Oregon,Multnomah County,68.72745618356029
Oregon,Polk County,65.77731681898342
Oregon,Sherman County,108.40858892275
Oregon,Tillamook County,42.317489386497996
Oregon,Umatilla County,75.53438197562814
Oregon,Union County,64.14991053409919
Oregon,Wallowa County,67.31901126991721
Oregon,Wasco County,55.299690402476706
Oregon,Washington County,66.90770885290391
Oregon,Wheeler County,0.0
Oregon,Yamhill County,69.41071929660461
Pennsylvania,Adams County,4.03002425477561
Pennsylvania,Allegheny County,35.071750521604805
Pennsylvania,Armstrong County,27.151565244343434
Pennsylvania,Beaver County,31.23851752402491
Pennsylvania,Bedford County,42.102320645118475
Pennsylvania,Berks County,14.35326491864739
Pennsylvania,Blair County,24.416880703293042
Pennsylvania,Bradford County,53.94843989980722
Pennsylvania,Bucks County,13.511850003640035
Pennsylvania,Butler County,26.381964014740934
Pennsylvania,Cambria County,3.9577019794957646
Pennsylvania,Cameron County,0.0
Pennsylvania,Carbon County,9.803060545575558
Pennsylvania,Centre County,1.38826330351971
Pennsylvania,Chester County,15.29823992618038
Pennsylvania,Clarion County,27.232287487228035
Pennsylvania,Clearfield County,27.854284802513728
Pennsylvania,Clinton County,36.5503938579071
Pennsylvania,Columbia County,27.187721928509422
Pennsylvania,Crawford County,23.65441417787992
Pennsylvania,Cumberland County,12.25531301927656
Pennsylvania,Dauphin County,9.505309173765841
Pennsylvania,Delaware County,9.577308633990889
Pennsylvania,Elk County,28.788634498736965
Pennsylvania,Erie County,11.010238563574948
Pennsylvania,Fayette County,13.237521383353123
Pennsylvania,Forest County,0.0
Pennsylvania,Franklin County,11.929216076597115
Pennsylvania,Fulton County,2.4885951790910354
Pennsylvania,Greene County,21.566610961134657
Pennsylvania,Huntingdon County,28.28230612424043
Pennsylvania,Indiana County,30.82758691775669
Pennsylvania,Jefferson County,31.737776168055042
Pennsylvania,Juniata County,26.29114884001673
Pennsylvania,Lackawanna County,-1.5031611543589674
Pennsylvania,Lancaster County,19.759720491183597
Pennsylvania,Lawrence County,18.12383707798706
Pennsylvania,Lebanon County,11.542676958603714
Pennsylvania,Lehigh County,12.16999730448245
Pennsylvania,Luzerne County,4.867228537472679
Pennsylvania,Lycoming County,22.822490134318095
Pennsylvania,McKean County,31.473121203880016
Pennsylvania,Mercer County,14.034262228965378
Pennsylvania,Mifflin County,29.51017632714312
Pennsylvania,Monroe County,3.489497082687887
Pennsylvania,Montgomery County,12.923342174144302
Pennsylvania,Montour County,37.874516533202616
Pennsylvania,Northampton County,9.507919514123042
Pennsylvania,Northumberland County,28.849101866479533
Pennsylvania,Perry County,25.370944396343752
Pennsylvania,Philadelphia County,29.188277198025347
Pennsylvania,Pike County,-5.534133680175879
Pennsylvania,Potter County,27.51324828263002
Pennsylvania,Schuylkill County,11.496248688012646
Pennsylvania,Snyder County,33.81331961943943
Pennsylvania,Somerset County,22.176883462081577
Pennsylvania,Sullivan County,41.267300232081425
Pennsylvania,Susquehanna County,8.822369690512332
Pennsylvania,Tioga County,43.042773575766645
Pennsylvania,Union County,29.810210088297985
Pennsylvania,Venango County,32.343319690214955
Pennsylvania,Warren County,8.81823203093104
Pennsylvania,Washington County,20.008893768108905
Pennsylvania,Wayne County,6.236770648478762
Pennsylvania,Westmoreland County,17.232787517121295
Pennsylvania,Wyoming County,26.437041962282915
