STNAME,CTYNAME,New_percent_change
Pennsylvania,York County,12.313503849591957
Rhode Island,Bristol County,48.55533927698872
Rhode Island,Kent County,25.209656555673444
Rhode Island,Newport County,22.800440664801513
Rhode Island,Providence County,29.048540938710012
Rhode Island,Washington County,18.862095882195142
South Carolina,Abbeville County,44.72967899380509
South Carolina,Aiken County,11.725474990306338
South Carolina,Allendale County,12.391223272003993
South Carolina,Anderson County,26.60091905266877
South Carolina,Bamberg County,14.099848714069573
South Carolina,Barnwell County,19.61801722234484
South Carolina,Beaufort County,16.560446373217587
South Carolina,Berkeley County,35.75985738746981
South Carolina,Calhoun County,34.183972921038496
South Carolina,Charleston County,42.28408361043583
South Carolina,Cherokee County,35.15155320451444
South Carolina,Chester County,23.654027038789273
South Carolina,Chesterfield County,49.82706085810751
South Carolina,Clarendon County,13.357632933104657
South Carolina,Colleton County,29.576358930112146
South Carolina,Darlington County,29.784156806567587
South Carolina,Dillon County,7.3192592323437555
South Carolina,Dorchester County,37.89926325814006
South Carolina,Edgefield County,31.324122367497043
South Carolina,Fairfield County,21.061189673326307
South Carolina,Florence County,15.017099951143042
South Carolina,Georgetown County,40.57845775530087
South Carolina,Greenville County,40.49332747856964
South Carolina,Greenwood County,4.489773940824371
South Carolina,Hampton County,17.299739038869475
South Carolina,Horry County,23.69073061865219
South Carolina,Jasper County,17.98075659027316
South Carolina,Kershaw County,26.146530569374306
South Carolina,Lancaster County,34.09174919312568
South Carolina,Laurens County,24.663026880952632
South Carolina,Lee County,9.57357802191774
South Carolina,Lexington County,14.536138781242691
South Carolina,Marion County,21.13035145956672
South Carolina,Marlboro County,56.34863804313579
South Carolina,Newberry County,34.44281301247089
South Carolina,Oconee County,21.751109326650898
South Carolina,Orangeburg County,17.78271056850418
South Carolina,Pickens County,39.619671831992534
South Carolina,Richland County,7.075938554984629
South Carolina,Saluda County,37.83321047249903
South Carolina,Spartanburg County,33.185513673318525
South Carolina,Sumter County,22.775929615190304
South Carolina,Union County,50.25186018563503
South Carolina,Williamsburg County,13.099027143886644
South Carolina,York County,39.3482966551564
South Dakota,Brookings County,31.83521337855959
South Dakota,Brown County,32.01230862743611
South Dakota,Butte County,37.32991796527527
South Dakota,Clay County,10.597258445298685
South Dakota,Codington County,20.969359730614002
South Dakota,Custer County,51.529492329609724
South Dakota,Davison County,27.182533511647435
South Dakota,Day County,0.0
South Dakota,Deuel County,4.058825973162716
South Dakota,Edmunds County,24.47031914609028
South Dakota,Fall River County,18.465913668369225
South Dakota,Hamlin County,37.301949417143085
South Dakota,Hughes County,39.502544479072114
South Dakota,Hutchinson County,8.393162579394042
South Dakota,Kingsbury County,26.892141738403396
South Dakota,Lake County,1.0300868625950699
South Dakota,Lawrence County,32.67258698195059
South Dakota,Lincoln County,-7.595803989023153
South Dakota,McCook County,79.98720545900409
South Dakota,Meade County,10.109108904295372
South Dakota,Minnehaha County,39.79324691950708
South Dakota,Moody County,2.4062997944715114
South Dakota,Pennington County,27.478928754167864
South Dakota,Roberts County,14.383721099422363
South Dakota,Spink County,0.0
South Dakota,Stanley County,19.506049063883314
South Dakota,Turner County,22.77043449066134
South Dakota,Union County,39.86675721638202
South Dakota,Yankton County,38.455910102667175
Tennessee,Anderson County,30.755485439237518
Tennessee,Bedford County,58.65081829068164
Tennessee,Benton County,41.06225558992249
Tennessee,Bledsoe County,46.853244610954235
Tennessee,Blount County,28.707374137784768
Tennessee,Bradley County,31.32357163364916
Tennessee,Campbell County,37.632358448810145
Tennessee,Cannon County,44.01214479210227
Tennessee,Carroll County,31.09488434914742
Tennessee,Carter County,37.129972119475305
Tennessee,Cheatham County,51.62688954912016
Tennessee,Chester County,31.429779597561858
Tennessee,Claiborne County,0.0
Tennessee,Clay County,44.637305699481786
Tennessee,Cocke County,36.98771954876485
Tennessee,Coffee County,39.538798182124225
Tennessee,Crockett County,30.65590340759612
Tennessee,Cumberland County,25.369807497467068
Tennessee,Davidson County,70.46741918631609
Tennessee,Decatur County,44.50233641371695
Tennessee,Dickson County,57.86899632998244
Tennessee,Dyer County,26.524086792077227
Tennessee,Fayette County,25.8852001894039
Tennessee,Fentress County,38.5807178894983
Tennessee,Franklin County,25.92108975134
Tennessee,Gibson County,28.81067030297868
Tennessee,Giles County,37.9503775620281
Tennessee,Grainger County,43.136260904463185
Tennessee,Greene County,26.512388716078483
Tennessee,Grundy County,43.751326119244595
Tennessee,Hamblen County,28.25906683139001
Tennessee,Hamilton County,31.789982543306028
Tennessee,Hancock County,54.97603267170821
Tennessee,Hardeman County,19.759310022063282
Tennessee,Hardin County,35.88241868782838
Tennessee,Hawkins County,32.32606742253672
Tennessee,Haywood County,16.300497857479
Tennessee,Henderson County,35.88605040078426
Tennessee,Henry County,40.43585237258349
Tennessee,Hickman County,35.66602222352413
Tennessee,Houston County,60.16825164594006
Tennessee,Humphreys County,42.27876442840681
Tennessee,Jackson County,55.91496574616854
Tennessee,Jefferson County,39.256208558131924
Tennessee,Johnson County,38.28791192588405
Tennessee,Knox County,29.826892555272554
Tennessee,Lake County,30.21875000000005
Tennessee,Lauderdale County,13.925255891454412
Tennessee,Lawrence County,39.47023563957579
Tennessee,Lewis County,49.55422880244171
Tennessee,Lincoln County,38.01033591731271
Tennessee,Loudon County,28.073557293674668
Tennessee,Macon County,45.77043761217929
Tennessee,Madison County,19.69955550413158
Tennessee,Marion County,33.20822470861526
Tennessee,Marshall County,47.610469619728654
Tennessee,Maury County,67.01526460712353
Tennessee,McMinn County,41.93624800453164
Tennessee,McNairy County,29.969269261102504
Tennessee,Meigs County,41.878055305591346
Tennessee,Monroe County,43.402590663233795
Tennessee,Montgomery County,21.378457256614936
Tennessee,Moore County,50.84503256814013
Tennessee,Morgan County,31.112161310649
Tennessee,Obion County,25.153471424610842
Tennessee,Overton County,45.97783259479189
Tennessee,Perry County,52.80642819764005
Tennessee,Pickett County,42.290485807978804
Tennessee,Polk County,39.721689487533986
Tennessee,Putnam County,34.283100846101
Tennessee,Rhea County,38.568554670897925
Tennessee,Roane County,31.31689316739412
Tennessee,Robertson County,55.27038359573662
Tennessee,Rutherford County,65.52102999955804
Tennessee,Scott County,43.0168110971614
Tennessee,Sequatchie County,44.22190788486677
Tennessee,Sevier County,40.412809849178764
Tennessee,Shelby County,36.30763116057236
Tennessee,Smith County,49.70732628398793
Tennessee,Stewart County,42.442907843496826
Tennessee,Sullivan County,20.822942643391528
Tennessee,Sumner County,48.491023774866605
Tennessee,Tipton County,31.751669271203276
Tennessee,Trousdale County,44.74202956854065
Tennessee,Unicoi County,38.926531154510435
Tennessee,Union County,39.81049004594182
Tennessee,Van Buren County,63.33467959073778
Tennessee,Warren County,42.2725703332421
Tennessee,Washington County,17.085637787183416
Tennessee,Wayne County,57.375167099158645
Tennessee,Weakley County,34.69681990443234
Tennessee,White County,47.4606557013163
Tennessee,Williamson County,54.37856618972437
Tennessee,Wilson County,54.58613193002251
Texas,Anderson County,36.63932511037049
Texas,Andrews County,92.16115587663238
Texas,Angelina County,62.72426008456182
Texas,Aransas County,43.959203496843145
Texas,Archer County,39.201823945281646
Texas,Armstrong County,41.37140880693484
Texas,Atascosa County,59.672254144859636
Texas,Austin County,53.447884429255986
Texas,Bailey County,0.0
Texas,Bandera County,47.14694464051634
Texas,Bastrop County,58.42894548916926
Texas,Bee County,63.06163776737122
Texas,Bell County,19.299775818694286
Texas,Bexar County,46.96707343887423
Texas,Blanco County,61.19524151497171
Texas,Bosque County,42.642986836132565
Texas,Bowie County,73.79820174359817
Texas,Brazoria County,46.876909309717064
Texas,Brazos County,36.889217171401015
Texas,Brewster County,51.35073137535271
Texas,Brooks County,58.67297069988409
Texas,Brown County,50.739017030634685
Texas,Burleson County,62.155902728399305
Texas,Burnet County,51.23726989208735
Texas,Caldwell County,57.50747001231375
Texas,Calhoun County,48.32286476068744
Texas,Callahan County,51.99323099238491
Texas,Cameron County,9.212198867160915
Texas,Camp County,7.9092636451232545
Texas,Carson County,44.226905543777974
Texas,Cass County,36.22775986528646
Texas,Castro County,50.77278695699745
Texas,Chambers County,54.46182152713885
Texas,Cherokee County,42.03126558016375
Texas,Childress County,44.28597098063878
Texas,Clay County,34.79962925925022
Texas,Coleman County,53.33116036505867
Texas,Collin County,60.5193587700384
Texas,Colorado County,55.204368232381086
Texas,Comal County,44.80129610216335
Texas,Comanche County,50.94382089910572
Texas,Cooke County,50.86410219823569
Texas,Coryell County,37.70878470781665
Texas,Crane County,87.4803375781367
Texas,Crosby County,28.759624775705774
Texas,Dallam County,12.58987633016968
Texas,Dallas County,72.23048414890351
Texas,Dawson County,68.79250382119044
Texas,Deaf Smith County,75.05430913306195
Texas,Delta County,57.851867761494866
Texas,Denton County,58.91604124717797
Texas,Dimmit County,38.41905463225119
Texas,Donley County,39.09808140577373
Texas,Eastland County,64.6267052802215
Texas,Ector County,94.86349002558048
Texas,El Paso County,8.572087989049137
Texas,Ellis County,65.97888283378737
Texas,Erath County,52.67728439334813
Texas,Falls County,28.522728979260805
Texas,Fannin County,51.14017120949528
Texas,Fayette County,63.25278383652852
Texas,Fisher County,2.5628906044850686
Texas,Floyd County,0.0
Texas,Fort Bend County,34.87471208208277
Texas,Franklin County,43.27791817719393
Texas,Freestone County,35.88119450426692
Texas,Frio County,63.329434561737386
Texas,Gaines County,62.799023760538944
Texas,Galveston County,43.92105844522447
Texas,Gillespie County,46.50347266607011
Texas,Goliad County,65.48582593984062
Texas,Gonzales County,54.57339938943877
Texas,Gray County,47.21325520554447
Texas,Grayson County,55.46681862014549
Texas,Gregg County,60.41182831084575
Texas,Grimes County,54.33347074333632
Texas,Guadalupe County,27.091116400531746
Texas,Hale County,38.072451613964155
Texas,Hall County,0.0
Texas,Hamilton County,60.58922995272833
Texas,Hardin County,45.916582414584425
Texas,Harris County,51.88466905751539
Texas,Harrison County,40.56453639333277
Texas,Haskell County,5.065706872018083
Texas,Hays County,48.39620822454644
Texas,Henderson County,31.34255790597944
Texas,Hidalgo County,41.0673924619845
Texas,Hill County,46.99363685815121
Texas,Hockley County,52.63949619468909
Texas,Hood County,46.91296531666149
Texas,Houston County,53.59415897506541
Texas,Howard County,76.1240351557797
Texas,Hunt County,63.2178634243328
Texas,Hutchinson County,37.903225806451665
Texas,Jack County,43.069699158763086
Texas,Jackson County,57.21058299747972
Texas,Jasper County,54.68956906662628
Texas,Jefferson County,24.172147103698705
Texas,Jim Wells County,39.94931475818326
Texas,Johnson County,68.55155906798889
Texas,Jones County,53.549861891608685
Texas,Karnes County,79.0878202109925
Texas,Kaufman County,38.55997993502771
Texas,Kendall County,45.36903781077288
Texas,Kerr County,47.081449995509914
Texas,Kimble County,0.0
Texas,Kinney County,0.0
Texas,Kleberg County,43.24851138821397
Texas,Lamar County,53.095382951395955
Texas,Lamb County,19.411470018078457
Texas,Lampasas County,56.66587371712095
Texas,Lavaca County,64.75291430107166
Texas,Lee County,59.021234503722006
Texas,Leon County,54.605997121517944
Texas,Liberty County,55.54178488389958
Texas,Limestone County,44.580378168238965
Texas,Live Oak County,65.04903021536856
Texas,Llano County,50.96427885438997
Texas,Lubbock County,14.38899557038047
Texas,Madison County,57.962860260836926
Texas,Marion County,40.19601699482389
Texas,Martin County,87.99307894785275
Texas,Matagorda County,54.82423558078031
Texas,Maverick County,58.277321109813364
Texas,McCulloch County,66.90236382322709
Texas,McLennan County,44.96910931868887
Texas,Medina County,53.34308413389628
Texas,Midland County,65.5317528091268
Texas,Milam County,45.09786922513772
Texas,Mills County,87.96935372015456
Texas,Mitchell County,0.0
Texas,Montague County,42.44866096722619
Texas,Montgomery County,37.58965465561906
Texas,Moore County,52.861216952242906
Texas,Morris County,40.58825316763395
Texas,Nacogdoches County,45.39226056049468
Texas,Navarro County,43.17754322067409
Texas,Newton County,34.44791521758379
Texas,Nolan County,58.99182825753613
Texas,Nueces County,28.923802290994228
Texas,Ochiltree County,0.0
Texas,Orange County,42.404166092417974
Texas,Palo Pinto County,44.41855886599293
Texas,Panola County,48.25775902002163
Texas,Parker County,62.09718229486312
Texas,Parmer County,54.72987585968245
Texas,Pecos County,0.0
Texas,Polk County,57.91624648373228
Texas,Potter County,22.20293948678671
Texas,Rains County,47.83094113128681
Texas,Randall County,21.747926899066904
Texas,Reagan County,91.87786718808756
Texas,Real County,21.901880098863312
Texas,Red River County,51.5370982211234
Texas,Reeves County,0.0
Texas,Refugio County,48.56174753081967
Texas,Robertson County,53.32238688088458
Texas,Rockwall County,42.88068476485441
Texas,Runnels County,51.318653181410845
Texas,Rusk County,43.49458645392379
Texas,Sabine County,15.48122171267574
Texas,San Augustine County,41.37678633670265
Texas,San Jacinto County,50.023460290907515
Texas,San Patricio County,48.680986017010184
Texas,San Saba County,0.0
Texas,Scurry County,69.39059332115744
Texas,Shackelford County,3.8090315304731837
Texas,Shelby County,35.900970762249365
Texas,Smith County,30.101181064368344
Texas,Somervell County,47.41127877584448
Texas,Starr County,17.97290516808834
Texas,Stephens County,50.59244924288717
Texas,Swisher County,44.96549713286031
Texas,Tarrant County,70.39833259609686
Texas,Taylor County,31.309901183382415
Texas,Terry County,49.62199944817441
Texas,Titus County,36.875520399666954
Texas,Tom Green County,22.185835438760225
Texas,Travis County,68.3072103127581
Texas,Trinity County,40.89044617978739
Texas,Tyler County,50.54819552306993
Texas,Upshur County,37.738946572234
Texas,Uvalde County,64.06504839343332
Texas,Val Verde County,42.56399547168155
Texas,Van Zandt County,49.831725375813306
Texas,Walker County,57.092895657185295
Texas,Waller County,60.06376017945407
Texas,Ward County,81.21163166397423
Texas,Washington County,55.88766144826622
Texas,Webb County,25.390889774034054
Texas,Wharton County,49.92290094030616
Texas,Wheeler County,-0.39893279125905456
Texas,Wichita County,10.769873043738908
Texas,Wilbarger County,43.17523675354153
Texas,Willacy County,43.657940246884166
Texas,Williamson County,58.85757356933154
Texas,Wilson County,60.40996491666406
Texas,Winkler County,93.10148593107803
Texas,Wise County,61.424895365059704
Texas,Wood County,58.25589851325152
Texas,Young County,53.734317677431044
Texas,Zapata County,61.811083764745824
Texas,Zavala County,32.11892955827245
Utah,Box Elder County,66.434803259837
Utah,Cache County,52.854348212697765
Utah,Daggett County,40.41237113402063
Utah,Davis County,65.70344627057867
Utah,Duchesne County,50.414060131727645
Utah,Grand County,75.08644652362273
Utah,Iron County,38.64811201259797
Utah,Juab County,70.22964454960857
Utah,Kane County,44.44906281419736
Utah,Millard County,77.71028934682198
Utah,Morgan County,67.15402154136699
Utah,Rich County,82.20594453016467
Utah,Salt Lake County,71.4595645993865
Utah,San Juan County,57.12095239592993
Utah,Sanpete County,66.72032224451388
Utah,Sevier County,63.96931373178405
Utah,Summit County,72.49688074670797
Utah,Tooele County,68.49095188045516
Utah,Uintah County,49.55435568874647
Utah,Utah County,71.10833851262979
Utah,Wasatch County,69.08914888766269
Utah,Washington County,67.39057488280291
Utah,Weber County,71.91007901032297
Vermont,Addison County,14.746177068976852
Vermont,Bennington County,4.333246412216529
Vermont,Caledonia County,14.633258332059063
Vermont,Chittenden County,23.461076536739856
Vermont,Essex County,12.942846275870323
Vermont,Franklin County,16.434805713053933
Vermont,Grand Isle County,14.195211369405536
Vermont,Lamoille County,16.333706708025055
Vermont,Orange County,9.361723313860871
Vermont,Orleans County,20.302291856658062
Vermont,Rutland County,2.025661640085197
Vermont,Washington County,12.236585626036423
Vermont,Windham County,10.415232851571488
Vermont,Windsor County,4.132634499522281
Virginia,Accomack County,17.75655063052184
Virginia,Albemarle County,17.03185399940532
Virginia,Alleghany County,8.739253600229002
Virginia,Amelia County,10.643875543328107
Virginia,Amherst County,22.18801610987167
Virginia,Appomattox County,22.925288967302613
Virginia,Arlington County,30.957917488555942
Virginia,Augusta County,18.761872719273278
Virginia,Bath County,2.090054603043945
Virginia,Bedford County,18.550018557336955
Virginia,Bland County,57.78230972363843
Virginia,Botetourt County,19.576477678316294
Virginia,Brunswick County,32.44237891905919
Virginia,Buchanan County,12.736466495723398
Virginia,Buckingham County,17.783286241744566
Virginia,Campbell County,24.722080863538267
Virginia,Caroline County,12.191415822195605
Virginia,Carroll County,21.52973130274516
Virginia,Charles City County,17.887661153753843
Virginia,Charlotte County,19.894945452446457
Virginia,Chesterfield County,21.678704880318623
Virginia,Clarke County,10.336022233050013
Virginia,Craig County,41.094160967911606
Virginia,Culpeper County,14.55278620238829
Virginia,Cumberland County,21.091064343499035
Virginia,Dickenson County,3.0177551916682255
Virginia,Dinwiddie County,20.356807379104325
Virginia,Essex County,10.550327248480729
Virginia,Fairfax County,26.810091020974404
Virginia,Fauquier County,45.41568295645288
Virginia,Floyd County,29.901956527402685
Virginia,Fluvanna County,12.662886652567916
Virginia,Franklin County,22.85247287586305
Virginia,Frederick County,33.26891510154222
Virginia,Giles County,29.995284566180082
Virginia,Gloucester County,16.173567218237306
Virginia,Goochland County,19.129465816361524
Virginia,Grayson County,28.75987379444611
Virginia,Greene County,18.174082500044065
Virginia,Greensville County,1.5704755347688781
Virginia,Halifax County,15.499930713898745
Virginia,Hanover County,18.515063489439477
Virginia,Henrico County,25.43739869345252
Virginia,Henry County,10.846164327565111
Virginia,Highland County,7.681794005961873
Virginia,Isle of Wight County,14.927488117120259
Virginia,James City County,8.34474691833198
Virginia,King George County,14.630388596742328
Virginia,King William County,18.13903188607313
Virginia,King and Queen County,-11.709501920595766
Virginia,Lancaster County,7.771700315292596
Virginia,Lee County,26.540980412726476
Virginia,Loudoun County,30.903296016246195
Virginia,Louisa County,16.32786724993278
Virginia,Lunenburg County,13.263483896749362
Virginia,Madison County,11.166859755694691
Virginia,Mathews County,10.666745655968125
Virginia,Mecklenburg County,2.951256150324255
Virginia,Middlesex County,9.881344349878862
Virginia,Montgomery County,22.091444582073482
Virginia,Nelson County,10.779723986527735
Virginia,New Kent County,20.3885142299699
Virginia,Northampton County,8.16581764939146
Virginia,Northumberland County,10.334234865938786
Virginia,Nottoway County,13.388104372978727
Virginia,Orange County,9.007723872680252
Virginia,Page County,12.57125988126091
Virginia,Patrick County,17.09650713140438
Virginia,Pittsylvania County,22.6421156918573
Virginia,Powhatan County,19.828666359760618
Virginia,Prince Edward County,31.334251621190834
Virginia,Prince George County,18.242299142584972
Virginia,Prince William County,36.89781345784952
Virginia,Pulaski County,23.39762107051826
Virginia,Rappahannock County,12.129519792627708
Virginia,Richmond County,17.879642037490573
Virginia,Roanoke County,23.602565936948515
Virginia,Rockbridge County,22.471227055421082
Virginia,Rockingham County,22.247243086936596
Virginia,Russell County,19.38984464090836
Virginia,Scott County,33.05082394717853
Virginia,Shenandoah County,10.662779830933268
Virginia,Smyth County,25.581425683167037
Virginia,Southampton County,14.23016062578375
Virginia,Spotsylvania County,30.451627929893064
Virginia,Stafford County,29.443602199519603
Virginia,Surry County,33.868047535670385
Virginia,Sussex County,-10.276281095953255
Virginia,Tazewell County,20.943833310125658
Virginia,Warren County,8.206400509855683
Virginia,Washington County,20.981328038489465
Virginia,Westmoreland County,10.182797025057466
Virginia,Wise County,22.28417788233854
Virginia,Wythe County,31.62374155985932
Virginia,York County,13.674587007214868
Washington,Adams County,81.93428278879271
Washington,Asotin County,63.79453764037157
Washington,Benton County,68.75068114941686
Washington,Chelan County,70.89245270069316
Washington,Clallam County,43.936635827908255
Washington,Clark County,74.9908310546376
Washington,Columbia County,0.0
Washington,Cowlitz County,74.71691221234629
Washington,Douglas County,78.06176678024022
Washington,Ferry County,51.35503292568202
Washington,Franklin County,94.97994520238402
Washington,Garfield County,103.72290415252027
Washington,Grant County,59.841221195802795
Washington,Grays Harbor County,75.27079809046384
Washington,Island County,48.81934689426306
Washington,Jefferson County,44.21611742132458
Washington,King County,82.01590123286333
Washington,Kitsap County,48.5870998045425
Washington,Kittitas County,58.49406944548383
Washington,Klickitat County,82.36946048996552
Washington,Lewis County,62.3309466984884
Washington,Lincoln County,69.59933167343728
Washington,Mason County,54.844673006828934
Washington,Okanogan County,64.61566134198564
Washington,Pacific County,49.66477414433046
Washington,Pend Oreille County,64.96019736176926
Washington,Pierce County,63.043241382015715
Washington,San Juan County,46.9021151953134
Washington,Skagit County,58.552674735150354
Washington,Skamania County,63.019173930190384
Washington,Snohomish County,78.00480944932531
Washington,Spokane County,55.28639116453993
Washington,Stevens County,63.515037002046924
Washington,Thurston County,42.11829413182011
Washington,Wahkiakum County,54.01665051034949
Washington,Walla Walla County,67.65976454822771
Washington,Whatcom County,57.23717414304252
Washington,Whitman County,83.20863493690347
Washington,Yakima County,46.97342686681347
West Virginia,Barbour County,61.676646706586816
West Virginia,Berkeley County,23.740689224849575
West Virginia,Boone County,7.683255449056858
West Virginia,Braxton County,0.0
West Virginia,Brooke County,23.6364149134187
West Virginia,Cabell County,15.021412695831259
West Virginia,Calhoun County,-1.1236335330152003
West Virginia,Clay County,3.820142569914098
West Virginia,Doddridge County,48.1491178603078
West Virginia,Fayette County,0.712101705825563
West Virginia,Gilmer County,11.858347861306285
West Virginia,Grant County,31.19401253190992
West Virginia,Greenbrier County,30.556935533311535
West Virginia,Hampshire County,9.431901758452366
West Virginia,Hancock County,12.69095035602501
West Virginia,Hardy County,5.781162132512252
West Virginia,Harrison County,31.834681665572305
West Virginia,Jackson County,22.02259961095445
West Virginia,Jefferson County,4.094206764109698
West Virginia,Kanawha County,-1.8209992396462038
West Virginia,Lewis County,39.6351345094226
West Virginia,Lincoln County,0.0
West Virginia,Logan County,35.93307593307593
West Virginia,Marion County,30.712921328318732
West Virginia,Marshall County,30.981846930398028
West Virginia,Mason County,25.583768716394296
West Virginia,Mercer County,21.200492004920047
West Virginia,Mineral County,17.564079831353308
West Virginia,Monongalia County,35.384169744369665
West Virginia,Monroe County,64.58765854254256
West Virginia,Morgan County,1.8716893061310191
West Virginia,Nicholas County,22.550060270226545
West Virginia,Ohio County,28.286786358886683
West Virginia,Pendleton County,28.901380593616246
West Virginia,Pleasants County,27.76921863816675
West Virginia,Pocahontas County,11.47692782550549
West Virginia,Preston County,28.823457571417464
West Virginia,Putnam County,22.033835697399518
West Virginia,Raleigh County,16.88852023014842
West Virginia,Randolph County,8.71326843795266
West Virginia,Ritchie County,32.00374860891464
West Virginia,Roane County,25.591523369101623
West Virginia,Summers County,29.348237252231833
West Virginia,Taylor County,41.04028583952078
West Virginia,Tucker County,-11.4651123309377
West Virginia,Tyler County,11.74469083655989
West Virginia,Upshur County,19.551930534479833
West Virginia,Wayne County,8.192646552148464
West Virginia,Wetzel County,6.462099704329161
West Virginia,Wirt County,4.572708911890944
West Virginia,Wood County,22.52133946158894
West Virginia,Wyoming County,32.3469352438307
Wisconsin,Adams County,24.7019383903353
Wisconsin,Ashland County,27.553173093550054
Wisconsin,Barron County,26.611633042335782
Wisconsin,Bayfield County,20.023688338295088
Wisconsin,Brown County,26.947807647581868
Wisconsin,Buffalo County,25.234099142477206
Wisconsin,Burnett County,15.330991175412855
Wisconsin,Calumet County,34.27864812229635
Wisconsin,Chippewa County,42.93845715999905
Wisconsin,Clark County,30.73596142938173
Wisconsin,Columbia County,33.53191058325995
Wisconsin,Crawford County,30.18718382763037
Wisconsin,Dane County,35.54166609049976
Wisconsin,Dodge County,39.563906324259705
Wisconsin,Door County,9.438803581253485
Wisconsin,Douglas County,28.62113023809938
Wisconsin,Dunn County,26.047028460821565
Wisconsin,Eau Claire County,41.3827027284339
Wisconsin,Florence County,52.06223452488903
Wisconsin,Fond du Lac County,33.269051492496395
Wisconsin,Forest County,28.8293473777113
Wisconsin,Grant County,39.165794347370934
Wisconsin,Green County,31.12102127156873
Wisconsin,Green Lake County,27.006206583351556
Wisconsin,Iowa County,26.525865862090626
Wisconsin,Iron County,13.892076012907895
Wisconsin,Jackson County,36.448579610197875
Wisconsin,Jefferson County,55.37975356229319
Wisconsin,Juneau County,26.72131312825785
Wisconsin,Kenosha County,31.435844486437702
Wisconsin,Kewaunee County,30.66705921938091
Wisconsin,La Crosse County,33.681794316024735
Wisconsin,Lafayette County,31.790371750359903
Wisconsin,Langlade County,35.10057541926916
Wisconsin,Lincoln County,21.563557686265035
Wisconsin,Manitowoc County,19.37621867229562
Wisconsin,Marathon County,27.90060391239915
Wisconsin,Marinette County,28.06914052935021
Wisconsin,Marquette County,24.647931626389653
Wisconsin,Milwaukee County,22.631891517371084
Wisconsin,Monroe County,39.68938813717979
Wisconsin,Oconto County,28.72160797493226
Wisconsin,Oneida County,21.647504656689588
Wisconsin,Outagamie County,31.95191649784672
Wisconsin,Ozaukee County,25.084500138524813
Wisconsin,Pepin County,30.2738068563746
Wisconsin,Pierce County,24.949807458118055
Wisconsin,Polk County,20.215070914915366
Wisconsin,Portage County,42.41923888226138
Wisconsin,Price County,24.378657410497784
Wisconsin,Racine County,39.93756486224096
Wisconsin,Richland County,34.62576828077437
Wisconsin,Rock County,51.653321618977266
Wisconsin,Rusk County,21.897848836594157
Wisconsin,Sauk County,36.14533428323059
Wisconsin,Sawyer County,22.500390812716752
Wisconsin,Shawano County,20.979128161204507
Wisconsin,Sheboygan County,41.14187874821831
Wisconsin,Taylor County,32.2726459893899
Wisconsin,Trempealeau County,36.40183992017996
Wisconsin,Vernon County,38.26863374875864
Wisconsin,Vilas County,10.641507201798195
Wisconsin,Walworth County,33.97263762211216
Wisconsin,Washburn County,21.1587838311843
Wisconsin,Washington County,26.354203898532514
Wisconsin,Waukesha County,26.593695642951086
Wisconsin,Waupaca County,27.687813499824053
Wisconsin,Waushara County,11.726043710257361
Wisconsin,Winnebago County,30.100202053523596
Wisconsin,Wood County,24.894144275985862
Wyoming,Albany County,27.133062596842315
Wyoming,Big Horn County,41.07884843688166
Wyoming,Campbell County,16.641985696255812
Wyoming,Carbon County,15.799145920647328
Wyoming,Converse County,31.74492727599212
Wyoming,Crook County,39.03389375358712
Wyoming,Fremont County,18.5759047301153
Wyoming,Goshen County,27.163689206677443
Wyoming,Hot Springs County,22.56293305056436
Wyoming,Johnson County,22.283321078039585
Wyoming,Laramie County,42.741298131499164
Wyoming,Natrona County,20.094598065234127
Wyoming,Park County,36.42110393333591
Wyoming,Platte County,42.52914724091148
Wyoming,Sheridan County,23.174818703486654
Wyoming,Sublette County,10.020967989394048
Wyoming,Sweetwater County,23.369244702809723
Wyoming,Teton County,48.00088535016502
Wyoming,Uinta County,23.335787835960065
Wyoming,Washakie County,21.722034270499524
Wyoming,Weston County,20.964830824363425
