RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022
1657,557,DeKalb County,County,IL,IL,Chicago-Naperville-Elgin,17,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173707,173346,172885,171663,170170,168587,167306,166164,165102,164061,163277,162551,161947,161445,161155,160770,160295,159661,159232,158824,158434,157760,157072,156293,155547,154883,154155,153455,152784,152382,152099,151724,151300,150952,150607,150314,150194,150143,150173,149954,149755,149485,149368,149188,149061,149002,149048,149154,149172,149228,149385,149528,149534,149404,149362,149609,149947,150416,150774,151200,151541,151981,152505,153075,153556,154007,154492,154908,155246,155597,155975,156347,156676,157031,157374,157597,154038,150515,146776,146913,147016,147365,147414,147511,147537,147743,148606,149738,150751,151340,151823,152432,152596,152876,153003,153281,153685,154343,155262,156280,157510,158700,159632,159951,160316,160614,161281,161683,162153,162586,163165,163765,164668,165311,165930,166000,166152,166206,166502,166903,167546,167305,168076,168081,169116,169100,169715,170550,171423,172231,172636,173139,173763,174623,175602,176488,177282,177644,178410,178999,180414,181647,184799,187065,189238,190365,191504,192990,194861,197988,201416,204509,207282,209632,211405,213365,215733
3132,558,Saint Marys County,County,MD,MD,California-Lexington Park,24,37,162883,162780,163020,163748,164713,165619,166259,167017,167638,168234,168657,169438,170136,170934,171626,172552,173500,172691,171945,171264,172307,173070,173638,174151,174679,175612,176720,177931,178809,179690,180767,182284,183644,185018,185988,187020,188032,189256,190736,192454,194597,197052,199409,202543,206072,210696,214219,216583,218074,219297,220955,223845,228088,234835,241438,246953,252639,257292,262625,266984,271705,276085,278921,282849,287376,293174,302082,311969,320536,325342,329093,331830,329917,329774,332085,340168,345168,348744,350718,352770,355200,356171,357680,357570,358086,356902,357872,359186,361904,362347,361532,360501,358128,355714,352118,351963,351780,353116,351007,347678,341386,336842,333054,330196,327485,324546,322703,317463,315094,312500,312095,309051,305340,301173,296901,294199,292440,289915,287317,285326,286792,287568,289157,290745,292024,292187,288770,285658,282706,281268,279329,278917,279266,280089,279140,276612,275278,272610,272435,271767,272518,270733,269132,267836,265017,262276,261913,263347,266358,267664,270411,271480,272433,274423,275688,279715,280739,282574,280149,279042,277373,278504,279221,280660,279445,279311,278234,278146,277249,277498,277877,278905,280296,281300,282040,280622,279524,278942,278880,278151,276996,276137,275495,275339,273646,272826,271644,272027,272060,271808,271970,271841,272571,272854,272960,271831,271540,271740,272715,272663,273178,274211,275375,275805,274851,273839,273058,273964,275992,278386,280042,280966,282001,283460,285482,286261,287690,289122,291380,292425,292656,293180,293631,293600,293217,293019,293930,294590,295404,294952,295254,295142,295675,295802,296057,296458,296606,297234,297624,297805,298161,299979,301401,302114,301567,301920,303409,305811,309913,313548,318514,321298,325682,328844,333798,338467,343510,347453,350345,353067,356614,359894,363209,366247,369211
1007,559,Etowah County,County,AL,AL,Gadsden,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65204,65336,65446,65566,65473,65589,65858,66424,66760,67138,67475,67981,68329,68435,68530,68560,68641,68696,68920,69194,69445,69737,70261,70771,71369,71655,71967,71876,71927,72023,72387,72727,72992,73539,74287,75076,75636,76102,76539,77046,77526,77970,78360,78763,79297,79817,80409,80965,81610,82193,82635,82904,83190,83562,83889,84134,84382,84840,85420,86021,86302,86444,86295,86239,86117,86225,86397,86600,86889,87188,87569,87685,87742,87779,87893,88149,88691,89489,90084,90362,90335,90382,90446,90016,89371,88673,88383,87879,87164,86134,85504,84890,84963,84097,83633,82805,82933,83075,83172,83253,83101,82977,82911,82699,82339,81732,81242,81144,81378,81359,81264,81069,80927,80779,80459,80541,80666,80927,80909,80673,80207,79710,79535,79572,79634,79341,78892,78520,78203,77824,77524,77281,77316,77297,77264,77046,76653,76538,76756,77026,76983,76818,76870,77190,77311,77468,77677,78047,78256,78306,78355,78532,78701,78873,78921,78965,79092,79209,79221,79043,78948,78825,79070,79042,79245,79260,79436,79924,80537,81341,81770,82159,82468,82206,81620,81292,81397,81704,81715,81934,82244,82640,82875,84150,85435,87016,87194,87588,87662,88342,88751,89133,89337,89611,89628,89368,89046,89330,90093,90893,91274,91242,91360,91852,92331,92475,92641,92604,93113,93156,93716,94008,95025,95940,96750,97524,98652,97530,96302,94565,95241,95746,96566,97326,98783,100187,101851,103002,104849,107220,109655,111969,114058,116242,117597,120490,123024
2892,560,Bonneville County,County,ID,ID,Idaho Falls,16,19,103573,103443,103420,103461,103814,104207,104631,105056,105459,105852,106284,106861,107678,108260,108840,109246,109640,109973,110278,110762,111181,111605,111654,111655,111578,111821,112034,112265,112594,113071,113644,114061,114391,114666,114906,115187,115534,115964,116434,116855,117237,117570,117925,118413,118923,119422,119743,120126,120520,121390,122406,123619,124840,126205,127691,128903,130052,131083,132145,133203,134754,136881,139198,141258,141371,141752,142023,144352,146337,148367,149757,151062,152279,153841,155504,157153,158390,159191,156922,154553,152421,153220,154255,155470,156393,157043,157492,159017,161559,164495,167368,169524,171190,171777,172293,173512,175125,176591,177258,177487,177821,178069,178272,178282,178206,178088,177658,176892,175825,174803,173959,173156,172619,171718,171107,170293,169826,169591,169527,169134,167739,165982,164311,163511,162849,162016,161159,159764,158648,157510,156651,155756,152649,150396,148153,147516,145525,143840,142385,141316,140177,138871,137818,136550,135462,133940,132725,131852,132015,132363,134505,138735,142365,144876,145344,146759,147718,148302,148865,149767,150585,150850,150661,150656,150944,151264,151595,151468,152049,151766,151852,151488,152065,152853,153023,152652,152016,151551,151597,151827,152451,153578,154600,155207,155371,156048,157228,158446,159438,160705,161264,161469,161927,163229,165593,167796,169873,171299,171947,172112,172108,172531,173941,175713,177753,179710,180844,182384,183611,185164,185819,185617,186545,187269,188554,189568,191610,194248,196590,198500,200902,202847,204932,205668,207180,208098,210253,212195,215431,218040,220578,222736,224848,227026,229328,232186,234937,237417,238868,240363,242140,244657,247477,249436,251864,254384,257107,259617,262349,265729,270876,276250,283172,291033,300006,308607,316857,324331,332205,340985,347377,353510,357747,366384,373602
2142,561,Berkeley County,County,WV,WV,Hagerstown-Martinsburg,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154149,154067,154300,154329,154487,154140,153854,153340,152852,152994,153114,154365,155673,157753,159095,160529,161851,163599,164518,165373,165134,165730,166042,166642,166672,166369,165953,165023,163344,162822,163259,164779,166202,166546,167006,166748,167722,168624,170224,172052,173907,175056,175247,175962,177565,178656,179602,180623,182022,182750,182651,182874,183252,183783,183886,184415,185727,187687,189376,189942,190269,190508,190907,191036,191093,190391,190380,190678,191992,193199,194217,194834,195820,197023,199537,201967,205382,208457,211654,214582,218205,221445,224714,227252,230766,234841,238600,242760,246775,250735,253947,256093
962,562,Craven County,County,NC,NC,New Bern,37,49,109925,110257,110513,110979,111326,111619,111984,112283,112608,112877,113440,114141,114930,115330,115616,115785,116088,116384,116695,117065,117373,117704,117877,118043,118125,118314,118432,118527,118799,119198,119788,120096,120416,120630,120986,121324,121648,121893,122095,122293,122493,122742,122933,123247,123558,123982,124325,124695,125060,125480,125894,126452,127066,127832,128501,129252,130115,131219,132513,133745,134911,135751,136431,137275,138616,140180,141715,143145,144446,145933,147038,148188,149127,150382,151844,152491,153822,155104,157033,158960,161214,163503,165181,166493,167807,169413,171186,173040,174221,175024,175516,175708,175682,175701,175710,176061,176012,176125,175663,174487,173984,173259,173233,172284,171506,170809,170179,169572,169116,168487,168008,167098,166463,165876,164351,162558,160560,159614,158817,158015,157403,156914,156583,156475,156138,155935,155647,155477,155286,154935,154465,153732,152875,152193,151576,151002,150367,149865,149631,149494,149475,149167,148835,148280,147994,147802,147696,147708,147541,147433,147296,147341,147338,147302,147363,147512,147654,147714,147816,148009,148039,147994,147966,148124,148264,148375,148578,148917,147784,146499,143027,142973,142072,142880,142311,141847,142093,141158,141193,141050,139128,138735,138245,139923,140191,140105,140456,140904,141623,141909,141625,141172,140982,140944,141396,141804,142138,142269,142498,142851,143203,143396,143778,144205,144960,145412,146045,146168,146483,146597,146760,147362,147804,148602,148695,148739,149009,149298,150146,150580,151157,151367,151694,152199,152821,153606,154200,154833,155581,156759,157881,158697,159551,160682,161635,162243,162350,162698,163248,163816,164503,165065,165874,166402,167155,167898,168726,169667,170527,171981,172722,173754,174797,176458,178409,179994,181982,184052,186691,189512,192790,195595,198922,203020,207107
1833,563,Kaufman County,County,TX,TX,Dallas-Fort Worth-Arlington,48,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161567,161257,161250,160573,159765,158293,157024,155994,160152,164602,169053,168831,164615,160603,156419,156636,156704,157298,157561,157692,157273,160574,163936,167456,163000,158431,153852,153069,152324,151593,151399,151600,151742,151669,151436,151440,147768,144226,140573,140698,140444,140384,140753,141363,141615,141400,141316,141554,142465,142976,143667,143833,144615,145289,146393,147376,148273,148948,149541,150279,151325,152467,153600,154620,155798,156876,157917,158793,159816,160621,161393,162143,163135,164311,165669,166984,168251,169734,171296,172432,173232,173741,174744,176308,178416,180595,182043,183340,184675,186374,187876,188871,189691,190524,191834,193641,196030,198749,201173,203378,205039,206486,207447,208678,209963,211270,212281,213060,214430,216050,218413,219842,221218,221754,221463,221477,221486,222479,222985,223541,224892,226108,227644,228809,229745,230149,230101,230774,231737,231931,232027,232027,232604,233046,232379,231887,231376,232337,233629,235582,237069,239292,240809,243682,246404,250063,254540,259532,266927,274901,284393,292787,299470,305491,310819,316281,321525
2872,564,Whitfield County,County,GA,GA,Dalton,13,313,92131,92421,92654,93094,93425,93788,94194,94668,95152,95611,96223,96905,97773,98326,98850,99289,99817,100222,100481,100863,101246,101639,101922,102193,102449,102721,103024,103312,103662,104025,104482,104845,105193,105558,105894,106218,106479,106791,107837,108402,108799,108252,108111,108224,108646,109065,108964,108840,108772,109444,110137,110926,111367,111643,111719,111918,112199,112662,112944,113074,113224,113739,114466,115328,116118,117096,118139,119075,119838,120319,120897,121489,122102,122644,123103,123748,124163,124595,124789,125175,125526,125901,126214,126662,127005,127197,127146,127368,127795,128365,128716,128824,128931,128981,129077,129057,129037,128972,128402,127289,126450,125773,126196,126230,126360,125738,125124,124635,124156,123716,123143,122306,121323,120256,119263,118199,117184,116392,115708,115010,114290,113664,113132,112579,112016,111487,110923,110385,109671,109066,108340,107733,107066,106403,105595,104600,103647,102928,102358,101855,101238,100629,100186,99711,99260,98744,98404,98255,98071,97989,97856,97924,98130,98467,98921,99418,99983,100422,100811,101242,101696,102186,102602,103056,103553,104134,104737,105466,106234,106997,107653,108256,108842,109459,109926,110442,110879,111405,111966,112516,113097,113544,114082,114695,115297,115758,116013,116280,116597,116970,117412,117866,118474,119052,119582,120084,120580,121090,121403,121686,121929,122311,122637,123045,123479,124184,124900,125818,126661,127706,128841,130117,131278,130829,130203,129460,130176,130900,131715,132502,133325,134126,134794,135350,135767,136342,137013,137838,138647,139433,140315,141091,141816,142518,143271,144057,144692,145482,145500,145322,144843,145272,145944,146664,147169,147515,147925,149587,151359,155473,154945,155845,154495,157616,161268,165270,169249,172272,175397,178585,181727,185470,188975,188382,187467
641,565,Miami County,County,OH,OH,Dayton,39,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127073,127193,127456,127773,128096,128321,128488,128642,128610,130145,131743,133518,134000,134487,135100,135541,136040,136365,136689,137001,137229,137534,137789,138274,138703,139095,139478,139984,140574,141134,141540,141971,142292,142586,142799,143070,143292,143401,143462,143631,143834,143951,143860,143743,143464,143154,142725,142422,142453,142573,142809,142857,142963,142993,142858,142695,142416,141993,141412,140802,140688,140585,140544,140519,140637,140828,140768,140692,140388,139792,139094,138566,138182,137841,137324,137031,136703,136418,136077,135681,135354,134867,134293,133675,133036,132429,131773,131245,130683,130338,130055,129923,129712,129773,129723,129702,129371,128986,128491,127977,127418,126946,126434,126052,125638,125279,125095,124980,124885,124669,124455,124256,124098,124003,123949,123959,123928,123934,123989,124108,124189,124212,124156,123963,123768,123562,123566,123635,123799,124035,124189,124334,124381,124515,124716,124903,125123,125149,125221,125297,125689,126771,127948,129135,129954,130639,131224,131525,131850,131833,131747,131799,132123,132548,133216,133816,134172,133874,133952,134356,134885,135036,135127,135305,135842,136384,136950,137348,137449,137694,137788,138022,138423,138772,139246,139638,140263,141133,141820,142664,143374,144316,145260,146289,147377,148128,148783,149362,150067,150848,151498,152137,149944,149392,149278,151848,152869,153752,154997,156378,157787,158750,159565,160229,161267,162330,163524,164310,165443,166443,166920,166918,167025,168207,170125,171847,173665,174939,176322,177671,179085,180629,181923,183579,185531,187698,189178,191062,193784,197155,200019,202301,204685,207392
1644,566,Cowlitz County,County,WA,WA,Longview,53,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187389,186618,185658,183619,181670,179897,178335,176736,175331,174248,173382,172438,171930,171494,171297,170627,170069,169643,169135,168569,167647,166745,165528,164260,162930,161801,160544,159278,158279,157612,157277,156816,156477,156148,155795,155534,155328,155269,155224,155141,155190,155330,155685,155935,156318,156763,157422,158196,158954,159694,160348,161001,161792,162613,163543,164342,165117,165947,166867,165942,165054,164019,166655,167954,169610,169662,170849,171506,171908,172390,173077,174122,175027,176357,177788,179598,181341,182973,184771,186245,187430,188201,189096,190529,192091,193244,193933,195075,196991,199152,201119,202829,204342,205859,207479,209458,211261,213048,214868,217195,219513,221797,224197,226904,229479,231483,233701,236310,239078,241496,243215,245300,247319,249506,251971,254285,257060,259144,261477,263767,266081,268267,270376,272729,274966,277688,279520,280853,281568,283045,284916,286990,289170,292025,294508,297394,299584,301183,302385,304695,308363,312795,316806,320293,323662,327718,331982,336683,341482,347504,354029,359998,365566,370821,376326,382645,388637
2592,567,Walworth County,County,WI,WI,Whitewater-Elkhorn,55,127,,,,,,,149248,148716,149570,150080,151064,151142,151693,151967,152147,153186,154386,155718,156042,155666,156082,156048,156752,156970,157496,157887,158143,158954,159545,159894,159948,159940,160336,160498,160895,161039,161306,161934,162630,163710,164581,165146,165240,165312,166105,167481,168501,169366,169721,170787,171819,173573,175557,177538,179670,180663,182167,182889,184605,185891,187011,187919,188585,189863,191983,193507,194744,194641,195542,195963,196722,197099,197762,198620,199207,200423,201485,202183,202412,202817,204372,205919,207195,208257,208670,209301,209442,210469,211006,212141,213585,214678,214910,213992,213812,213863,214398,214924,214856,213640,212467,211173,210350,208717,208592,207117,206448,203417,201691,200486,199730,199060,196545,194713,192864,191599,190199,189017,187944,186994,186483,186149,185009,183553,182347,182332,181515,180945,178575,176579,174244,172792,171189,169524,168737,167393,164889,162125,159960,159252,158417,158471,157915,157534,156199,155016,154358,154984,155408,155179,154052,153287,152646,152406,152460,151879,151385,151063,151488,151856,156723,161964,167060,168268,169239,171616,173646,176587,179029,181376,182707,183431,183030,182376,181562,180938,180456,179132,178061,175215,174423,174768,178207,180793,182699,183273,183020,182727,182078,181602,181146,182284,183683,185215,186389,188431,190536,191215,191367,191919,193957,196101,197527,198844,199776,198083,196556,196711,199305,201456,202395,202936,203084,203239,204096,205889,208103,210469,211449,210780,211229,212730,215085,216638,217776,218600,218861,219369,219068,218892,218323,219008,220677,221903,224539,227002,230652,231622,231504,231494,232518,234325,235766,236968,237918,239503,241770,243606,243868,244174,245921,250401,256372,261739,266144,270404,274664,279617,283607,287983,291532,293445,293656,293606,295319
2601,568,Woodbury County,County,IA,IA,Sioux City,19,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92433,92328,92391,92328,92257,92153,92327,92615,92803,92743,92659,92598,92558,92511,92518,92584,92706,92782,92803,92814,92841,92919,92919,92900,92860,92781,92656,92513,92591,92767,92941,93012,93076,93177,93293,93417,94804,96171,97592,97695,97809,97855,98012,98136,98310,98508,98767,99028,99348,99662,100035,100330,100498,100589,100613,100778,100914,101139,101359,101621,101344,101071,100931,102467,104371,106182,106851,107153,107377,107733,108203,109027,109481,109836,110089,110986,111953,112839,113632,114438,112344,110019,107690,108103,108490,108556,108760,108981,109467,109964,110442,111003,111579,112220,112793,113295,117244,121132,125095,125602,126023,126455,126801,126989,126983,127448,127859,128237,127520,127393,127694,128876,129942,130126,130152,130014,130760,131563,132493,133205,133833,134658,135451,136309,136761,137393,138088,139154,135734,132166,128265,128657,129131,129616,129755,129667,129475,129687,129988,130113,130837,129887,129573,128619,130389,132170,134057,136768,138962,142733,143540,145204,145992,148428,150154,151549,152438
3092,569,Fond du Lac County,County,WI,WI,Fond du Lac,55,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117197,117058,117033,116772,116434,115968,115445,114872,114223,113588,112975,112495,112124,111884,111762,111661,111604,111464,111863,110724,110328,109451,110050,109867,109613,109414,109667,109891,109869,109685,109600,109756,109335,109188,109064,109206,109153,108815,108362,107773,106096,104528,102993,102891,103416,103904,104777,105117,105489,105655,105758,105944,105717,106239,107017,108613,109569,110677,111135,111964,112477,113346,113877,114763,115833,116922,118746,119309,119224,117863,117237,118260,119504,120848,121127,120637,120653,120944,122005,122483,122556,122250,121722,120959,120453,120030,119962,120047,120373,120537,120430,120346,120679,121034,121381,121472,122000,122731,124067,125464,126757,127668,128429,129083,129395,129606,129817,130307,130827,131514,131944,132280,132845,133769,134665,135592,136276,137001,137391,137749,138151,138298,139094,139640,140872,141376,142245,142714,143486,144174,144769,145327,145599,145815,145846,146178,146526,147211,147800,148490,149367,150563,151681,152373,153579,155004,156950,158699,160302,162650,165096,168787,171857,174779,176958,178954,180883,182665,184326
2578,570,Tompkins County,County,NY,NY,Ithaca,36,109,95765,96313,96706,97496,98137,98703,99289,99712,98678,98889,99342,101361,102300,103092,103809,104380,105063,105719,106294,104025,101825,99656,100444,101198,101881,102292,102868,103637,104583,105402,106555,107707,108914,109875,111513,113120,114662,115474,115937,116362,116687,117273,117698,118872,121143,123216,124418,124592,125466,126534,127700,128614,130049,131679,133285,134473,135781,136749,137710,138535,139963,141412,142592,143583,144557,145571,146512,147989,149337,150323,149637,149971,150519,152216,152767,153713,154243,155243,155451,155928,155928,156273,156474,156648,156770,156770,156233,156021,156522,157337,157995,159329,160965,162120,161932,161398,161468,161511,166431,172288,179008,181386,182738,182629,181447,179355,177986,180669,184038,187853,188647,188993,187647,185501,183357,182390,182236,182687,182680,182720,183310,184789,186374,187336,188672,189740,190716,190705,191078,191676,192570,192418,190692,189403,188752,188764,187825,185984,184704,183755,183479,182959,183024,183070,184054,184947,185826,186318,185937,186138,185465,185080,184214,183650,185174,186682,187421,186415,187847,189960,192237,193078,194289,195402,196031,198936,201844,203865,206228,207796,208142,205505,204295,204630,206466,206796,207420,206335,205992,206193,206732,207055,206959,207540,208015,208533,208590,209886,210985,213181,213473,213179,211004,210510,209957,209661,208165,207255,207084,207435,208213,209295,209977,209870,209720,210086,211809,213626,215589,217462,218806,220036,220291,220490,221329,222358,223045,223019,222926,223023,222873,222568,223144,223803,224230,223957,224211,224169,224744,223931,222941,220128,217917,216403,216528,217337,219278,220688,221156,220891,221586,223117,224301,225588,226626,227924,228246,228494,228463,229704,232108,234656,236209,237617,238738,239918,240577,242920,245721,248090,251307,254499,257982,260991,265526
1781,571,Houston County,County,AL,AL,Dothan,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129208,128350,128050,126461,124921,123005,122602,122535,123042,122925,122919,122320,121939,121758,121650,121317,120910,120941,120902,120630,120349,120247,120334,119986,119125,118337,117625,117337,117035,117168,117480,117796,118073,118192,118222,117884,117546,117071,117048,116917,116995,116971,117515,118091,118490,118484,118311,118230,118052,118066,118209,118542,118919,119405,119990,120410,120526,120495,120487,120245,120038,119670,119688,119755,120146,120718,121248,121731,122058,122448,122679,122800,122709,122797,122899,123089,123301,123727,124223,124676,124990,125050,125115,125018,125285,125354,125467,125578,125903,126267,125685,125191,124759,125067,125097,125253,125406,125691,125594,125744,125919,126295,126641,126753,126859,126837,126913,127279,127604,128280,128979,129899,130499,131122,131885,132847,133711,134652,135953,137224,138323,138825,140039,141047,142466,143156,143904,144976,146689,149025,151193,153116,155010,157178,158915
2624,572,Ashtabula County,County,OH,OH,Ashtabula,39,7,79535,79818,80116,80680,81182,81596,81839,82089,82328,82680,83061,83469,83808,83928,83896,83826,83908,84171,84534,84957,85197,85369,85433,85549,85858,85970,86317,86388,86706,86857,87097,87363,87426,87587,87590,87815,87914,88145,88374,88755,89219,89662,90057,90501,90927,91375,91534,91741,91916,92213,92539,92849,93224,94378,95442,96467,96651,96866,97132,97394,97802,98362,98982,99516,99813,100032,100136,100265,100456,100626,100875,100813,100869,100892,101239,101547,101878,102115,102401,102688,103006,103368,103709,103998,104251,104388,104533,104716,104929,105077,105102,105156,105177,105370,105194,104979,104989,105182,105507,105278,104986,104571,104266,103994,103738,103343,103172,103092,103084,102994,102805,102661,102325,101921,101457,100996,100596,100161,99823,99544,99404,99339,99250,99165,99073,98912,98688,98449,98253,97992,97748,97436,97099,96675,96310,96074,95909,95820,95733,95706,95658,95629,95544,95513,95483,95554,95570,95551,95449,95373,95369,95354,95353,95253,95212,95203,94228,94164,93876,94193,93081,93273,93271,94447,93155,92329,91131,91480,93323,94854,96233,96421,96733,97063,97340,97452,97627,97632,97684,97663,97669,97618,97375,97224,97270,97509,97760,97844,97907,97983,98063,98134,98149,98185,98364,98648,99019,99242,99483,99592,99823,99918,99998,100069,100283,100663,101055,101462,101928,102099,102259,102354,102755,100781,99425,98545,100446,102450,103275,103056,103406,103641,104730,104726,105939,106939,106973,107150,106437,106784,107596,109552,111206,111102,111528,111949,113244,114069,114431,113702,113396,112660,112975,113065,114253,116361,117061,117361,116462,116780,117403,118501,119489,120816,122807,123847,124839,125015,125807,126780,128332,131590,135235,138719,141010
2283,573,Franklin County,County,MO,MO,St. Louis,29,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148795,148533,148366,148237,147985,147436,146812,146436,146248,145843,145459,145137,144942,144870,144812,144396,143490,142612,141924,141411,140726,140209,140060,140290,140642,140980,141216,141319,141077,140942,140547,140347,140079,139804,139241,138223,137276,136506,136165,136160,136120,136238,136279,136428,136356,136287,136159,136013,136005,136038,136114,136022,135834,135733,135684,135790,135832,135800,135672,135809,136125,136601,136751,136845,136816,136946,136898,136909,136949,137192,137528,137772,137953,138236,138621,139150,139614,140005,140345,140712,141015,141343,141639,141836,142164,142564,143173,143654,144039,144488,145003,145487,145868,146163,146623,146691,146737,146338,146347,146457,147195,148245,149298,149952,150297,149973,149610,149110,149310,150024,150963,151799,152127,152256,152649,153148,153654,153980,154341,154989,155778,156543,157286,157947,158901,159661,159953,160110,160836,162101,163463,164345,164959,165321,166119,167006,167670,167634,167483,167681,167940,168451,168943,169516,170053,170877,171720,172568,173409,174544,176737,179123,182086,184837,188139,191267,193743,195216,197003,198900,200590,201543,202849,204984,206988,208737,210395,212832
