RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022
1466,774,Walker County,County,TX,TX,Huntsville,48,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128563,128797,128719,128699,128501,128407,128337,128430,128232,127928,127465,127363,127289,127292,127195,127290,127215,127340,127281,127241,127032,126828,126669,126380,126022,125724,125504,125391,125299,125288,125408,125572,125777,125889,126039,126229,126530,126765,126929,127103,127348,127719,128163,128582,128941,129274,129720,130352,130917,131587,132142,132815,133479,134240,134966,135633,136412,137213,138043,138920,139846,140786,141477,142211,143056,143943,144871,145685,146633,147468,148337,149046,149760,150468,151209,152077,152999,154110,155153,156168,157109,157982,158877,159733,160751,161711,162719,163744,164775,165759,166658,167355,168209,168991,170100,171216,172387,173376,174269,175092,175865,176583,177058,177595,178152,178971,180005,181048,182165,183139,184123,185045,185833,186516,187083,187798,188532,189264,189846,190510,191291,192223,193133,193999,194826,195619,196541,197330,198154,198597,198988,199275,199047,198832,198525,198894,199252,199847,200074,200520,201026,202585,203981,207571,211179,215144,217288,219202,221324,223434,225690,227689,229149,230250,235609,240994
3015,775,Rutherford County,County,NC,NC,Forest City,37,161,84906,84599,84459,84145,84077,84001,83831,83747,83704,83805,83968,84193,84491,84573,84867,85156,85509,85661,85712,85878,86145,86407,86561,86633,86643,86771,86607,86487,86297,86243,86503,86576,86878,86949,87220,87359,87450,87498,87687,87924,88071,88101,88161,88251,88378,88465,88617,88730,88853,88994,89219,89576,89937,90234,90509,90809,91256,91567,91910,92137,92449,92634,92994,93404,94121,94864,95597,96257,96855,97605,98205,98785,99308,99928,100583,101175,101844,102425,103018,103623,104183,104753,105152,105671,106208,106749,107238,107744,108140,108439,108648,108946,109269,109541,109703,109925,110198,110520,110623,110655,110708,110905,111064,111080,110848,110561,110268,110089,109929,109756,109647,109357,109069,108538,107924,107306,106670,106252,105768,105283,107554,109977,112523,112390,112169,111987,111822,111310,110778,110143,109754,109207,108434,107826,107312,106898,106470,106135,105876,106438,107066,107291,106694,105915,105679,105539,105403,105238,104921,104817,104660,104593,104418,104413,104517,104751,105138,105524,105849,105940,106017,106094,106130,106032,105895,105886,106092,106394,106620,106818,106868,107083,107223,107567,107788,108029,108238,108604,109014,109421,109656,109901,110212,110604,110944,111229,111631,111994,112323,112557,112798,113064,113186,113481,113857,114345,114883,115351,115811,116041,116318,116469,116687,116930,117291,117742,118243,118807,119300,119738,120238,120710,121157,121587,122144,122909,123605,124407,125061,125921,126588,127270,127843,128438,129074,129726,130264,130812,131292,131860,132469,133125,133896,134482,135184,135728,136276,136548,136647,136767,136877,137677,138572,139695,140481,141171,141797,142238,142833,143562,144849,146068,148698,151545,155025,157482,160142,163309,166546,169973,172509,174443,175903,179357,183262
574,776,Jones County,County,MS,MS,Laurel,28,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91154,91169,91090,90956,90874,90992,91106,91030,90917,90828,90970,91014,90921,90737,90505,90590,90500,90453,90294,90333,90347,90250,90269,90430,90851,91155,91503,91817,92235,92594,92950,93041,93111,93151,93440,93834,94212,94562,94822,95082,95300,95467,95626,95696,95845,96025,96343,96584,96797,97003,97232,97541,97890,98264,98562,98780,99111,99407,99804,100246,100664,101005,101172,101391,101411,101478,101390,101502,101475,101659,101893,102212,102488,102519,102574,102686,103190,103720,104190,104350,104426,104339,104508,104711,105134,105388,105897,106340,106814,106934,107063,107167,107532,107898,108444,108914,109426,109707,109772,109320,109104,108968,109339,109262,109265,109151,109462,109720,110900,112272,113996,115037,115933,116830,117966,119109,120043,120992,121959,124624,126858
2212,777,Columbia County,County,FL,FL,Lake City,12,23,63634,63748,63911,64325,64724,65160,65468,65823,66275,66722,67327,67813,68289,68737,69253,69890,70324,70700,70962,71475,71946,72518,72945,73375,73617,74064,74585,75357,75875,76439,76928,77532,78053,78578,79082,79631,80043,80560,81098,81814,82388,82894,83298,81608,80992,80685,82200,82677,82618,82982,81832,80997,80095,80910,81871,82963,83727,84352,85165,86290,87852,89403,91300,93378,95184,96644,97968,99752,101961,103484,105265,107003,108948,110975,112833,115666,118365,121037,122554,123586,123937,124960,125752,127599,128981,129729,130194,130928,131757,131633,130839,130622,130751,131032,131084,130267,129507,127961,126602,124349,122380,120768,119359,117128,114804,112668,111198,109744,108407,107401,106437,105250,104032,102637,101400,100223,99247,98639,98097,97689,97141,96629,96120,95533,95012,94596,94419,94225,93793,93019,92327,91553,90963,90302,89722,89104,88567,88234,88092,88037,87957,87879,87621,87496,87369,87384,87400,87381,87511,87693,88060,88503,89107,89983,90834,91599,92154,92773,93493,94331,95205,96123,97080,98011,98948,99775,100766,101744,102754,103581,104467,105283,106070,106734,107585,108494,109418,110156,111049,111930,112888,113774,114782,115830,116815,117770,118724,119700,120646,121523,122251,122999,123758,124670,125689,126788,127859,128796,129765,130772,131886,132834,133539,134163,134794,135523,136256,137088,138007,138903,139765,140684,141586,142478,143232,144093,144527,145038,145391,146165,146706,147334,147843,148388,148872,149382,149996,150500,150979,151405,151799,151847,151813,151797,152070,152431,152802,153230,153889,154591,155393,153627,152308,149539,150366,151320,155001,158074,162136,165002,168095,169626,174360,175291,177744,181018,188579,193897,193559,191988,191561,193229,198047,204894,211735
2216,778,Columbia County,County,PA,PA,Bloomsburg-Berwick,42,37,83183,83478,83635,84069,84258,84485,84638,84924,85180,85454,86031,86692,87424,87764,88047,88330,88551,88880,89254,89830,90409,90766,91125,91386,91697,92168,92634,93102,93522,94004,94626,94977,95358,95720,96109,96421,96599,96983,97367,97825,98252,98760,99326,99999,100748,101532,102031,102464,102852,103754,104657,105568,106553,107847,109367,110230,110822,111328,112146,112897,113617,114705,115925,117144,118122,119256,120438,121291,122131,122865,123739,124343,124954,125486,125962,126395,126732,127089,127424,127895,128347,128707,129023,129366,129779,130063,130143,130180,129938,129709,129352,129533,129808,130070,130246,130464,130764,130707,130420,130068,130559,130984,131538,131265,130948,130681,130518,130482,129959,129492,129050,128722,128288,127834,127479,127196,127019,126870,126755,126600,126606,126683,126805,126991,126999,127059,126923,127031,127030,127084,126963,126730,126418,125960,125685,125413,125301,125082,124958,124878,124924,124904,124960,124870,124873,124744,124823,124890,124978,124999,125008,125192,125418,125627,125769,125955,126210,126456,126739,126978,127127,127168,127240,127388,127472,127541,127707,128006,128325,128671,129087,129502,129815,130059,130319,130574,130831,131097,131390,131638,131958,132350,132793,133125,133309,133504,133713,134009,134231,134536,134806,135302,135644,136307,136870,137708,138288,138891,139296,139729,140177,140612,141076,141518,142032,142565,143221,143976,144702,145364,145917,146465,146998,147578,148177,148711,149260,149812,150409,150959,151610,152146,152649,152913,153213,153543,154019,154604,155208,155966,156709,157571,158167,158746,159213,159802,160316,160843,160993,161185,161566,162227,162815,163286,163979,164692,165205,165032,164932,164161,164608,165026,167818,170252,173033,174654,176332,177957,179566,180901,182379,183576,184766,188105,191417
356,779,Adams County,County,IL,IL,Quincy,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102947,102720,102129,101334,100535,100098,99723,99340,98684,97909,97299,96988,96709,96400,95927,95641,95417,95498,95609,95703,95831,95690,95768,95714,95653,95385,94825,94639,94397,94562,94732,94976,95261,95403,95404,95348,95172,95134,94954,94881,94891,95125,95467,95829,96257,96651,96960,97247,97387,97558,97364,97343,97347,97647,97949,98234,98645,99033,99390,99619,99816,100058,100316,100609,100910,101179,101450,101674,101965,102257,102493,102719,102939,103331,103719,104089,104376,104680,104972,105336,105742,106134,106315,106544,106843,107339,107776,108270,108763,109262,109749,110334,110899,111398,111651,111902,112237,112566,112939,113339,113877,114344,114733,115167,115706,116272,116728,117161,117585,118062,118482,118838,119142,119422,119732,119934,120094,120314,120637,121070,121530,122064,122612,123095,123587,124073,124543,124994,125431,125857,125915,125929,125963,126144,126293,126444,126271,126086,125858,125672,125777,126187,127462,128491,130121,131607,133302,134434,135575,136676,137725,139189,139822,139343,138396,138013,138505
578,780,Kauai County,County,HI,HI,Kapaa,15,7,185970,185744,185976,186399,187391,188568,189918,191541,193090,194696,196409,198337,200613,202587,204623,206169,207846,209341,211046,212446,213724,214665,215307,215904,216760,218610,220667,222831,224871,227240,229782,231443,232774,233826,235835,237805,240396,243034,246023,248878,251775,254858,258237,262307,267516,273928,279731,285703,291302,299229,307129,315414,316633,318674,320673,334461,343768,358475,366375,376204,383218,389058,397673,409687,425761,441920,452860,461295,469826,476389,482713,487760,493665,498717,502922,503403,505147,506350,510418,513974,517696,520042,520101,518205,515484,514618,514819,516766,520055,520873,520528,516841,516958,518666,521940,524684,524573,524019,520961,518745,515159,512071,509745,506855,504203,500547,496400,491930,487673,485211,483264,480404,476707,472969,470041,467082,463758,460250,458211,457563,457162,457397,457118,458219,458382,458710,458131,457895,457012,455246,453553,452051,451009,449781,447763,446982,446623,447402,447567,447188,446862,446099,445446,445575,446037,447073,447192,447671,447739,448095,448836,449423,450771,451400,452931,454829,457439,461144,464148,467287,467409,468255,469688,472727,475872,478195,480137,481370,483695,486661,489630,492068,494336,496319,497395,498909,500500,501881,502816,503775,503820,503831,503729,502787,501923,501243,503144,504938,506467,507499,508360,509091,510019,510755,512568,514506,517235,519366,521289,522876,524566,526457,528135,529227,530498,531518,532963,534260,536613,539184,541233,542344,543260,545167,547427,549529,550760,551859,552275,553483,555494,558679,561731,563885,566099,568387,570676,572408,574008,575894,578496,580890,583425,585734,587846,589879,591920,601159,605485,613952,608747,609143,613157,626420,639068,640352,638609,635200,636328,639027,643348,644460,646768,649489,653859,658311,667394,679831,690650,710138,718838,738227,746996,762835,775278
2785,781,Marquette County,County,MI,MI,Marquette,26,103,83270,83359,83438,83814,84231,84637,84970,85264,85703,86206,86573,86959,87281,87679,88012,88172,88434,88697,89024,89279,89400,89537,89781,90094,90490,90776,91056,91320,91706,92063,92287,92432,92634,92854,93053,93171,93398,93601,93882,94120,94384,94736,95039,95574,96024,96606,96903,97269,97583,97997,98411,98802,99373,99961,100604,101049,101468,101849,102253,102624,103070,103516,104006,104404,104902,105392,105883,106098,106244,108925,109142,109289,106830,106596,106212,105736,105695,105654,105535,105527,105682,106050,105932,105749,105542,105355,105103,104737,104076,103724,102570,102368,101720,101800,101480,101408,101402,101498,101232,100878,100171,99495,98895,98268,97834,97232,96975,96791,96830,97115,97841,98490,99185,99415,99971,100198,100457,100208,100366,100355,100294,99986,99719,100142,100676,101719,102648,103299,103615,103523,103209,102984,103069,103248,103212,103133,103239,103557,105837,107969,109957,109572,109309,109162,109436,109818,110096,110413,110694,111162,111253,111219,111224,111706,112375,113059,113632,114134,114780,115611,116580,117658,118353,118938,119375,120006,120475,121004,121587,122344,123144,123958,124694,125075,125238,125280,125403,125643,126017,126538,127422,128381,129336,129925,130455,130737,131008,131216,131664,132145,132828,133433,134107,134693,135252,135719,136100,136455,136735,137042,137521,138211,139077,139913,140751,141558,142451,143362,144029,144541,144595,144760,144870,145532,146259,147277,148303,149582,150861,151971,152679,153074,153245,153516,153879,154608,155489,156328,156907,157481,158169,159032,159778,160433,160980,161549,162146,162838,163147,163291,163411,163495,163654,163621,163588,163458,163469,163886,164417,165051,167013,169080,172369,174904,177870,179854,182148,184481,186965,189090,191161,192931,194428,196895,199390
756,782,Troup County,County,GA,GA,LaGrange,13,285,87093,87526,87783,88342,88810,89237,89668,89978,90520,91082,91859,92486,93237,93617,94130,94528,95155,95623,96086,96450,96852,97191,97464,97701,97996,98457,98894,99201,99590,99973,100403,100702,101008,101363,101614,101895,102207,102712,103175,103523,103688,103763,103860,104102,104430,104778,105151,105593,106146,108368,110456,112546,113033,113608,114013,114350,114727,114108,113416,112317,112414,112589,112901,113121,113318,113864,114522,115066,115499,115932,116487,117085,117606,118198,118691,119395,120025,120496,120803,120946,121150,121598,121698,121949,122040,122582,123024,123197,123353,123361,123172,123176,123237,123485,123434,123549,123725,123784,123559,123065,122977,122817,122620,122175,121807,120006,117992,116077,116518,116978,117333,116446,115465,114450,113581,112621,111698,110674,108823,106896,106275,106806,107574,107401,107016,106619,106256,105852,105215,104539,103823,102651,101317,100075,99290,98421,97604,96969,96668,96337,95947,95446,95130,94829,94247,93651,93224,93158,93021,92861,92822,92953,94540,96184,97981,98576,99185,99698,100168,100684,101167,101604,102090,102647,103221,103861,104585,105409,105903,106351,106866,107613,108312,108915,109424,109970,110403,110828,111372,112050,112585,112989,113363,114017,114610,115177,115698,116210,116573,116856,117317,117662,118009,118236,118727,119289,119843,120395,120956,121363,121647,121941,122424,122676,122673,122708,123046,123622,124045,124500,124907,125524,126124,126097,126056,126225,127010,127717,128304,129016,129796,130512,131156,131701,132099,132572,133150,134132,135114,136093,136901,137621,138367,139141,139927,140639,141054,140959,140116,139382,138990,139534,140044,140681,141151,141608,141765,140604,138901,138290,139095,140950,142486,144113,145706,147047,149006,151294,154010,157250,156377,153774,151030,152942,155082
1464,783,Walker County,County,AL,AL,Birmingham-Hoover,1,127,92076,92358,92908,92815,92190,92049,92736,93728,93504,93445,93601,94599,95361,96343,95980,95747,95510,96474,96601,96429,96079,96739,97197,97495,97374,97586,97379,97179,96869,97162,97629,97858,97698,98076,98764,99488,99854,100886,101617,102346,102812,103670,104442,104254,104211,104254,104956,105388,106254,106858,107462,107304,107561,107273,107995,108233,109226,109397,109932,110625,111255,111542,111519,109242,103615,95883,90130,88003,87976,88568,88885,89663,90317,91064,91408,91912,92643,93757,94589,95216,95403,95568,95720,96288,96933,97254,97388,98011,98650,98979,98675,97963,97486,96823,96969,96947,97405,97695,97924,98134,98488,99167,99208,99099,98741,98592,98410,98245,97854,97300,96707,96317,96092,96022,95855,95499,94824,93894,93051,92366,91859,91279,90700,90410,90362,90567,90475,90244,89908,89620,89179,88474,87567,86640,85755,85277,85122,85340,85531,85775,85734,85749,85544,85365,85111,84908,84641,84544,84608,84899,85012,84995,84767,84585,84245,83917,83494,83257,82980,82807,82724,82908,83038,83068,82938,82839,82668,82479,82263,82399,82443,82601,82584,82804,82913,83036,83584,84294,84890,85001,84865,84743,84596,84648,84744,84757,84873,84916,84974,84859,84767,84726,84601,84575,84598,84742,84828,84994,85142,85302,85241,85385,85477,85750,85953,86191,86358,86562,86845,87144,87269,87290,87221,87277,87428,87757,87978,88186,88439,88813,89196,89504,89806,90049,90247,90502,90799,91206,91639,92119,92550,92828,93054,93251,93480,93704,93955,94171,94568,94967,95434,95830,96187,96576,96966,97273,97568,97907,98482,98652,98661,98554,99728,101238,103008,104017,104846,105591,106275,107125,107761,108359,108736,110815,112854
2942,784,James City County,County,VA,VA,Virginia Beach-Norfolk-Newport News,51,95,201621,202353,203060,204672,206104,207434,208641,209745,210739,211510,212931,214330,216024,217426,219053,220621,222318,223993,225550,226420,227037,224976,223117,221170,221444,221911,220210,218476,216227,216229,216863,217938,219027,219738,220354,220734,221395,222486,224320,226093,227477,228830,230236,232052,233630,235723,237506,239687,240908,242216,243431,245514,247749,250503,253865,258623,263594,268065,271971,275104,277250,277863,279204,281600,286175,291044,296399,301061,305164,310867,316958,322301,325161,327085,329720,332925,337248,341122,344531,346427,348405,350284,352037,353098,353677,354630,355794,357930,359675,360372,359173,357398,356419,354867,353489,350829,350332,349605,349002,346871,345970,345924,345682,339346,332932,327099,325773,324712,324083,323605,322879,321269,319490,317366,315188,313263,311138,309447,307621,306546,305953,305798,305946,305751,305539,305020,304242,303341,302241,301588,300732,300081,299589,299313,298872,298112,297502,296972,296654,296366,294200,290831,286692,285731,286294,287469,286699,285301,285282,285308,286486,288098,289703,292072,291536,292455,292090,293819,295655,298043,298960,299767,299591,300366,301359,302248,303949,305139,306097,305051,303956,304130,303979,303958,304011,304850,304508,303897,303696,306308,309031,311985,312633,311778,311016,310843,310131,310262,310754,312121,312061,309898,308026,307676,309778,311764,312379,312033,311623,311094,310819,310487,310878,310797,311148,311100,311812,312583,313658,313942,314164,314238,315102,316105,317229,317937,318659,318741,318926,319670,320873,321890,322173,322157,323014,323726,325157,325253,325609,326018,326758,327391,326979,326813,326448,325798,325493,325008,325780,325122,324688,323864,324608,325920,327803,329212,330448,331816,334477,338030,341617,344206,346625,350083,353979,357689,361386,365703,370990,376337,381361,385871,389714,393588,397403
3093,785,Grand Forks County,County,ND,ND,Grand Forks,38,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158785,158934,158946,159152,159391,159502,159583,159489,159595,159524,159091,158515,158100,158042,158207,158307,158437,158475,158797,159318,160077,160093,160193,160312,161030,161537,161925,162496,163190,163740,164220,164737,165671,166616,166800,167191,167693,168819,169865,170869,172397,173610,175030,176184,177461,178761,179599,180677,181724,183246,184762,186062,187707,188863,190089,191048,192258,192463,192826,194320,196635,198539,199243,200239,201379,202575,203653,204767,205917,207053,208033,208587,209014,209446,210090,210809,211476,212115,212413,212596,212737,213151,214088,214726,214895,214668,214700,215229,215562,215954,216114,216420,216647,217055,217853,218443,218833,218678,216459,216271,216063,218099,218016,217901,217797,217956,218572,218944,219102,219021,219157,219071,218882,218666,218680,218683,218700,219065,219900,220778,221556,222135,223013,223770,224455,225047,225779,226499,225938,224560,223354,223137,223537,223748,224113,223689,223162,220112,217680,215183,215969,217153,218928,219986,221107,222092,222866,223576,224608,226131,228839,231403,234678,236966,238309,239959
1852,786,Laurens County,County,SC,SC,Greenville-Anderson-Mauldin,45,59,82481,83244,82970,83202,82746,82756,82981,83542,84314,84345,84108,83922,84291,84994,85679,85999,86119,86238,86351,86580,86558,86686,86814,87043,87291,87531,87624,87584,87479,87616,88076,88638,89152,89333,89422,89403,89378,89406,89439,89621,89602,89768,89939,90549,90948,91015,91014,91090,91330,91576,91861,92332,92671,93020,93554,94136,94721,94940,95284,95863,96449,97014,97350,97793,98172,98796,99460,100113,100498,101034,101222,101459,101463,101850,102280,102839,103014,103531,104127,105380,104110,102280,99855,99737,99977,100251,100395,100639,100792,100958,100971,101278,101317,101727,101852,102145,102202,102045,102082,101940,102118,101866,101586,101100,100705,100376,100217,100239,100244,100329,100067,99766,98974,98117,97077,96087,95212,94380,93974,93533,93204,92804,92608,92496,92071,91669,91302,91280,91375,91470,91476,91031,90086,88921,87831,85080,82617,80303,80287,80051,80032,80029,80232,80288,80249,80255,80304,79833,79318,78795,78771,78825,78901,78946,79023,78944,79137,79080,79323,79556,80058,80448,80678,80684,80812,80864,81218,81443,81680,81767,82041,82439,83024,83576,84220,84540,84861,84932,85161,85176,85328,85538,86024,86598,87143,87501,87860,88305,88951,89397,89560,89680,89853,90380,90825,91423,91985,92679,93257,93796,94117,94558,95025,95583,96203,96748,97314,97970,98813,99592,100205,100908,101599,102384,102848,103463,103756,103654,103551,103674,104379,105032,105595,106138,106809,107505,108091,108597,109187,109917,110580,111394,111378,111417,111257,111868,112461,113093,113327,113482,113488,114188,115032,115780,116427,117010,117786,117943,118202,118414,119396,120378,122659,125161,127562,129467,131088,133014,134647,135204,135553,135674,136693,139610,142388
1170,787,Marion County,County,OH,OH,Marion,39,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89544,89264,89225,88908,88674,88312,87976,87595,87237,86839,86473,86253,86170,86261,86325,86401,86402,86304,86253,86126,85961,85657,85312,84934,84654,84374,84173,83974,83932,83932,83973,83905,83850,83684,83559,83308,83119,82885,82738,82593,82672,82768,82918,82846,82738,82590,82473,82352,82257,82121,82120,82133,82259,82284,82361,82495,82631,82735,82837,82876,82903,82915,83025,83310,83637,84039,84208,84355,84458,84642,84840,84987,85140,85245,85348,85455,85609,85796,86015,86097,86185,86227,86366,86564,86836,87139,87452,87716,88025,88318,88517,88729,88916,89165,89312,89424,89618,89913,90211,90508,90757,91085,91355,91592,91804,92118,92547,92994,93403,93745,94229,94766,95298,95752,96145,96620,97239,97997,98822,99483,100134,100855,101665,102505,103239,103957,104578,105125,105637,105875,105217,104439,103591,103550,103462,103798,104303,104891,105202,105554,105902,107145,108202,110634,112586,114825,116097,117340,118649,119858,121189,122455,123473,124177,126244,128426
2179,788,Carteret County,County,NC,NC,Morehead City,37,31,155962,155793,156508,157541,158692,158792,158478,158265,158532,158841,159394,160074,161434,162242,163291,164185,165308,165672,165351,165202,165418,165766,165773,165703,166091,166604,167437,168158,168917,169207,169254,169577,170324,171191,172107,172968,174199,175199,176506,177903,179262,179835,180148,181136,182580,184118,185354,186454,187678,188935,190737,192428,194578,195729,196876,197899,199888,202247,204001,206123,208604,211593,215344,219264,224120,229961,237154,242936,248119,253445,260096,265752,270123,273268,275694,279771,284654,290705,295111,299577,302770,304711,304419,304678,305752,308142,310526,311633,311598,310236,308627,307527,306773,305460,303757,301836,298136,295515,292766,291966,289593,286881,284093,282049,280650,279273,278711,278002,277976,277545,277168,276371,275219,273720,271912,270061,268219,266667,265338,264092,263110,263031,263391,263886,263568,263226,262561,261716,260879,260198,259498,258351,257064,255800,254816,253680,253169,252844,252618,252141,251716,251219,250715,249887,249525,249017,248699,248503,248227,245808,243092,241002,240622,240603,240427,240519,240704,240137,240102,239916,239632,239455,238624,238981,238355,238588,238175,238561,238419,238729,238928,239569,239962,240561,240814,240785,240401,240096,240005,240270,240798,241154,241790,242624,243982,245101,245905,246186,246078,246974,248128,249881,249147,248468,247705,248586,250442,252020,253285,253180,252601,253171,253733,254376,254073,252934,252407,252111,253361,254021,254847,255649,256964,257411,257780,258476,260709,262601,263505,264245,264717,266057,266875,268379,270037,271498,272181,271699,271441,272092,273907,276315,277412,278873,279326,280164,280174,280201,280738,281238,282245,283554,284788,285248,285462,286078,287765,290097,292058,294010,295802,298619,301544,305054,308938,312325,317387,323909,333599,343382,353263,361246,368692,375570,383331
1842,789,Klamath County,County,OR,OR,Klamath Falls,41,35,96601,96814,96896,97194,97472,97830,98088,98374,98675,98997,99293,99519,99915,100309,101178,102019,102920,103551,104293,105039,105540,105679,105671,105659,105705,105920,106056,106190,106309,106476,106567,106316,106139,106175,106649,107218,107794,108204,108598,109062,109527,110141,110838,111579,112452,113388,114341,115230,115930,116610,117310,117901,118870,119888,121461,123021,124535,125865,127238,129020,130744,132961,135355,138435,141345,144120,147254,150827,154816,158926,162160,165224,168139,171625,174614,177594,180440,183510,186127,188295,190490,191925,193119,191847,190375,189122,190464,192301,194233,195112,195583,195720,195131,194257,193411,193325,194111,194411,194403,193187,192131,191111,190216,188850,187380,185953,184708,183467,182038,180482,178635,176758,174738,173002,171269,169710,168239,166997,165989,165240,164565,163974,163161,162328,161366,160708,159752,158770,157554,156811,155876,154850,153827,152955,151891,150451,149250,148466,147948,147508,147225,147049,146998,146802,146659,146325,146169,145938,145721,145807,146050,146643,147045,147692,148427,149384,150299,151194,152108,153094,153965,154808,155595,156550,157401,158396,159498,160833,161964,162949,163727,164578,165307,166029,166659,167358,168091,168883,169857,170850,172038,173238,174415,175577,176539,177516,178476,179547,180639,181648,182755,183921,184848,185752,186558,187620,188563,189300,189897,190456,190994,191410,191757,192315,192953,193653,192608,188016,177970,169380,164535,164966,165669,165954,166470,166988,167796,168400,169217,170608,172414,173796,174713,175585,176655,177565,178139,178335,178555,178918,179967,181569,183786,186072,187861,189052,189511,190196,190658,191211,191690,191630,191981,192379,195314,198437,201784,203504,206099,208927,211955,214970,217526,221466,225832,231229,237121,242742,249071,255209,261510,266990,271651,275880,280462
