,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
11557,Michigan,Lapeer County,131780.0,2014,88194,9929848,0.0089,1170.43
11558,North Carolina,Moore County,212020.0,2014,92816,9932887,0.0093,1981.18
11559,California,Mendocino County,352166.0,2014,87225,38596972,0.0023,795.86
11560,Michigan,Grand Traverse County,193915.0,2014,90849,9929848,0.0091,1774.14
11561,West Virginia,Wood County,96475.0,2014,86469,1849489,0.0468,4510.49
11562,Oklahoma,Rogers County,155979.0,2014,89366,3878187,0.023,3594.26
11563,Texas,Angelina County,94127.0,2014,87567,26964333,0.0032,305.68
11564,Wisconsin,Ozaukee County,242241.0,2014,87578,5751525,0.0152,3688.58
11565,Texas,Hunt County,165290.0,2014,88639,26964333,0.0033,543.35
11566,Ohio,Muskingum County,98964.0,2014,85905,11602700,0.0074,732.72
11567,Oregon,Benton County,273876.0,2014,87215,3963244,0.022,6026.91
11568,Georgia,Rockdale County,131979.0,2014,87164,10067278,0.0087,1142.69
11569,Georgia,Walton County,162804.0,2014,87526,10067278,0.0087,1415.44
11570,Wisconsin,Jefferson County,167131.0,2014,84361,5751525,0.0147,2451.41
11571,Michigan,Midland County,128669.0,2014,83492,9929848,0.0084,1081.87
11572,North Carolina,Caldwell County,118068.0,2014,81667,9932887,0.0082,970.74
11573,Kentucky,Madison County,141562.0,2014,87080,4414349,0.0197,2792.53
11574,Mississippi,Lee County,112814.0,2014,84763,2990468,0.0283,3197.64
11575,Rhode Island,Newport County,373766.0,2014,83351,1055936,0.0789,29503.46
11576,Idaho,Bannock County,136759.0,2014,83536,1631112,0.0512,7003.99
11577,Alabama,Limestone County,0.0,2014,90599,4841799,0.0187,0.0
11578,Indiana,Howard County,88441.0,2014,82605,6593644,0.0125,1107.99
11579,Oregon,Josephine County,226651.0,2014,83377,3963244,0.021,4768.18
11580,Alabama,Talladega County,92054.0,2014,81512,4841799,0.0168,1549.74
11581,New York,Clinton County,121818.0,2014,81463,19651049,0.0041,504.99
11582,Texas,Orange County,114956.0,2014,83244,26964333,0.0031,354.89
11583,Pennsylvania,Clearfield County,85910.0,2014,81006,12788313,0.0063,544.19
11584,Illinois,Vermilion County,61276.0,2014,79783,12884493,0.0062,379.43
11585,Wisconsin,Manitowoc County,108980.0,2014,79951,5751525,0.0139,1514.91
11586,Montana,Cascade County,169396.0,2014,82056,1021869,0.0803,13602.49
11587,North Dakota,Burleigh County,267798.0,2014,90510,737401,0.1227,32870.04
11588,North Carolina,Wilson County,101763.0,2014,81007,9932887,0.0082,829.92
11589,Tennessee,Maury County,159001.0,2014,85384,6541223,0.0131,2075.47
11590,Alabama,Cullman County,113152.0,2014,81068,4841799,0.0167,1894.55
11591,New York,Cattaraugus County,80997.0,2014,78677,19651049,0.004,324.29
11592,Mississippi,Lauderdale County,91868.0,2014,79266,2990468,0.0265,2435.07
11593,New York,Cayuga County,105509.0,2014,78762,19651049,0.004,422.88
11594,Georgia,Glynn County,183843.0,2014,82177,10067278,0.0082,1500.67
11595,Ohio,Scioto County,70345.0,2014,77476,11602700,0.0067,469.72
11596,Alabama,Elmore County,156661.0,2014,80538,4841799,0.0166,2605.88
11597,West Virginia,Raleigh County,80802.0,2014,78183,1849489,0.0423,3415.72
11598,Texas,Henderson County,141341.0,2014,79324,26964333,0.0029,415.8
11599,Washington,Island County,288801.0,2014,78690,7054655,0.0112,3221.38
11600,Texas,Rockwall County,223541.0,2014,87064,26964333,0.0032,721.78
11601,Virginia,Frederick County,236958.0,2014,82714,8310993,0.01,2358.29
11602,North Carolina,Lincoln County,173118.0,2014,79446,9932887,0.008,1384.65
11603,Washington,Franklin County,167587.0,2014,87665,7054655,0.0124,2082.53
11604,Ohio,Ross County,97823.0,2014,77095,11602700,0.0066,649.99
11605,Pennsylvania,Somerset County,99082.0,2014,76146,12788313,0.006,589.97
11606,New York,Sullivan County,166708.0,2014,75634,19651049,0.0038,641.63
11607,Arkansas,Jefferson County,53145.0,2014,72458,2967392,0.0244,1297.7
11608,Missouri,Christian County,172378.0,2014,81820,6056202,0.0135,2328.85
11609,Indiana,Kosciusko County,146193.0,2014,78371,6593644,0.0119,1737.63
11610,Oklahoma,Payne County,128843.0,2014,80520,3878187,0.0208,2675.07
11611,Idaho,Twin Falls County,156920.0,2014,80986,1631112,0.0497,7791.2
11612,New Hampshire,Cheshire County,182193.0,2014,76426,1333341,0.0573,10443.15
11613,Ohio,Erie County,122125.0,2014,75809,11602700,0.0065,797.93
11614,Arkansas,White County,105189.0,2014,78471,2967392,0.0264,2781.66
11615,Indiana,Bartholomew County,140420.0,2014,80497,6593644,0.0122,1714.29
11616,South Carolina,Lancaster County,181045.0,2014,83429,4823617,0.0173,3131.34
11617,New Mexico,Valencia County,116270.0,2014,75892,2089568,0.0363,4222.86
11618,Virginia,Rockingham County,205632.0,2014,77878,8310993,0.0094,1926.87
11619,Michigan,Van Buren County,126868.0,2014,75226,9929848,0.0076,961.12
11620,Kansas,Leavenworth County,163677.0,2014,78554,2900475,0.0271,4432.89
11621,Missouri,Cole County,134893.0,2014,76647,6056202,0.0127,1707.2
11622,Oregon,Umatilla County,137350.0,2014,76685,3963244,0.0193,2657.59
11623,Missouri,Cape Girardeau County,131906.0,2014,77907,6056202,0.0129,1696.84
11624,Texas,Liberty County,110817.0,2014,78045,26964333,0.0029,320.75
11625,Washington,Lewis County,134863.0,2014,74844,7054655,0.0106,1430.78
11626,Wyoming,Natrona County,218243.0,2014,81377,582531,0.1397,30487.58
11627,Oregon,Polk County,226957.0,2014,77659,3963244,0.0196,4447.18
11628,Texas,Coryell County,146900.0,2014,76166,26964333,0.0028,414.95
11629,Michigan,Clinton County,160614.0,2014,76954,9929848,0.0077,1244.72
11630,Tennessee,Anderson County,123647.0,2014,75157,6541223,0.0115,1420.67
11631,Maryland,Allegany County,96524.0,2014,73020,5957283,0.0123,1183.12
11632,Mississippi,Forrest County,105957.0,2014,75822,2990468,0.0254,2686.49
11633,Ohio,Hancock County,118564.0,2014,75281,11602700,0.0065,769.27
11634,Wisconsin,Wood County,101466.0,2014,73587,5751525,0.0128,1298.19
11635,Indiana,Floyd County,142143.0,2014,76094,6593644,0.0115,1640.4
11636,Florida,Putnam County,88764.0,2014,71971,19845911,0.0036,321.9
11637,Kentucky,Bullitt County,151289.0,2014,78023,4414349,0.0177,2674.01
11638,South Carolina,Oconee County,141620.0,2014,75219,4823617,0.0156,2208.41
11639,Texas,Bastrop County,217502.0,2014,77737,26964333,0.0029,627.05
11640,Kentucky,Christian County,94304.0,2014,73282,4414349,0.0166,1565.53
11641,Virginia,Augusta County,198733.0,2014,73881,8310993,0.0089,1766.65
11642,North Carolina,Surry County,106050.0,2014,72487,9932887,0.0073,773.92
11643,New York,Madison County,127809.0,2014,72210,19651049,0.0037,469.65
11644,Florida,Nassau County,227399.0,2014,76250,19845911,0.0038,873.69
11645,Louisiana,Iberia Parish,114678.0,2014,73724,4644013,0.0159,1820.52
11646,Florida,Monroe County,0.0,2014,76261,19845911,0.0038,0.0
11647,Oklahoma,Wagoner County,141044.0,2014,75651,3878187,0.0195,2751.32
11648,Washington,Grays Harbor County,121729.0,2014,70780,7054655,0.01,1221.32
11649,Washington,Chelan County,252511.0,2014,74121,7054655,0.0105,2653.05
11650,Tennessee,Putnam County,137774.0,2014,74930,6541223,0.0115,1578.21
11651,California,Yuba County,197587.0,2014,73533,38596972,0.0019,376.43
11652,Maine,Aroostook County,91887.0,2014,69520,1330513,0.0523,4801.14
11653,Arizona,Apache County,132232.0,2014,71796,6730413,0.0107,1410.57
11654,New Mexico,McKinley County,140109.0,2014,72796,2089568,0.0348,4881.09
11655,Washington,Clallam County,242108.0,2014,72467,7054655,0.0103,2486.99
11656,Massachusetts,Franklin County,203754.0,2014,71298,6762596,0.0105,2148.18
11657,Kansas,Riley County,167686.0,2014,76479,2900475,0.0264,4421.5
11658,Oklahoma,Muskogee County,79644.0,2014,69725,3878187,0.018,1431.9
11659,Michigan,Shiawassee County,95913.0,2014,68808,9929848,0.0069,664.62
11660,Ohio,Belmont County,77157.0,2014,69367,11602700,0.006,461.28
11661,Michigan,Isabella County,112933.0,2014,70094,9929848,0.0071,797.18
11662,Georgia,Bulloch County,121938.0,2014,72651,10067278,0.0072,879.97
11663,Indiana,Grant County,72093.0,2014,68326,6593644,0.0104,747.06
11664,Wisconsin,Portage County,139105.0,2014,70528,5751525,0.0123,1705.77
11665,Indiana,Hancock County,158898.0,2014,71754,6593644,0.0109,1729.18
11666,Oklahoma,Creek County,93349.0,2014,70559,3878187,0.0182,1698.37
11667,Ohio,Jefferson County,0.0,2014,67876,11602700,0.0059,0.0
11668,South Carolina,Greenwood County,0.0,2014,69670,4823617,0.0144,0.0
11669,Oklahoma,Pottawatomie County,88460.0,2014,71535,3878187,0.0184,1631.69
11670,Georgia,Barrow County,135700.0,2014,72849,10067278,0.0072,981.95
11671,North Carolina,Wilkes County,105921.0,2014,68414,9932887,0.0069,729.54
11672,West Virginia,Harrison County,84176.0,2014,68670,1849489,0.0371,3125.39
11673,Pennsylvania,Armstrong County,90234.0,2014,67579,12788313,0.0053,476.84
11674,Indiana,Wayne County,90238.0,2014,67378,6593644,0.0102,922.11
11675,Indiana,Morgan County,143458.0,2014,69495,6593644,0.0105,1512.0
11676,Tennessee,Greene County,75938.0,2014,68464,6541223,0.0105,794.81
11677,Georgia,Walker County,104179.0,2014,68659,10067278,0.0068,710.5
11678,South Carolina,Darlington County,80257.0,2014,67647,4823617,0.014,1125.53
11679,Virginia,Bedford County,194392.0,2014,77034,8310993,0.0093,1801.81
11680,Arkansas,Lonoke County,129308.0,2014,71368,2967392,0.0241,3109.95
11681,Texas,Walker County,148337.0,2014,70076,26964333,0.0026,385.5
11682,North Carolina,Rutherford County,109421.0,2014,66561,9932887,0.0067,733.24
11683,Mississippi,Jones County,93834.0,2014,68396,2990468,0.0229,2146.11
11684,Florida,Columbia County,111930.0,2014,67779,19845911,0.0034,382.27
11685,Pennsylvania,Columbia County,131638.0,2014,67119,12788313,0.0052,690.9
11686,Illinois,Adams County,102719.0,2014,66966,12884493,0.0052,533.87
11687,Hawaii,Kauai County,503775.0,2014,70288,1414538,0.0497,25032.44
11688,Michigan,Marquette County,126538.0,2014,67771,9929848,0.0068,863.62
11689,Georgia,Troup County,112050.0,2014,69278,10067278,0.0069,771.07
11690,Alabama,Walker County,85001.0,2014,65338,4841799,0.0135,1147.05
11691,Virginia,James City County,306308.0,2014,72064,8310993,0.0087,2655.97
11692,North Dakota,Grand Forks County,208033.0,2014,69764,737401,0.0946,19681.58
11693,South Carolina,Laurens County,85176.0,2014,66464,4823617,0.0138,1173.63
11694,Ohio,Marion County,84840.0,2014,65791,11602700,0.0057,481.07
11695,North Carolina,Carteret County,240270.0,2014,68629,9932887,0.0069,1660.09
11696,Oregon,Klamath County,170850.0,2014,65280,3963244,0.0165,2814.13
11697,Illinois,Williamson County,90494.0,2014,67412,12884493,0.0052,473.47
11698,Tennessee,Robertson County,157114.0,2014,68046,6541223,0.0104,1634.4
11699,Iowa,Dallas County,215537.0,2014,77739,3109350,0.025,5388.79
11700,New Jersey,Salem County,144308.0,2014,64323,8864525,0.0073,1047.13
11701,Kansas,Butler County,126707.0,2014,65861,2900475,0.0227,2877.13
11702,New York,Warren County,200338.0,2014,64866,19651049,0.0033,661.29
11703,New Mexico,Chaves County,84673.0,2014,65809,2089568,0.0315,2666.7
11704,Texas,Harrison County,123853.0,2014,66581,26964333,0.0025,305.82
11705,Kentucky,McCracken County,110619.0,2014,65318,4414349,0.0148,1636.8
11706,Virginia,York County,272538.0,2014,66523,8310993,0.008,2181.45
11707,New York,Livingston County,118349.0,2014,64585,19651049,0.0033,388.96
11708,Pennsylvania,Carbon County,147498.0,2014,64255,12788313,0.005,741.11
11709,Virginia,Fauquier County,367568.0,2014,68116,8310993,0.0082,3012.55
11710,Kentucky,Pike County,49889.0,2014,62931,4414349,0.0143,711.22
11711,Texas,San Patricio County,128221.0,2014,66656,26964333,0.0025,316.96
11712,Ohio,Athens County,106825.0,2014,64783,11602700,0.0056,596.45
11713,New Mexico,Lea County,148271.0,2014,70165,2089568,0.0336,4978.75
11714,California,Lake County,182985.0,2014,64044,38596972,0.0017,303.63
11715,Texas,Nacogdoches County,121320.0,2014,65240,26964333,0.0024,293.53
11716,New York,Herkimer County,93139.0,2014,63384,19651049,0.0032,300.42
11717,Kansas,Reno County,87497.0,2014,63701,2900475,0.022,1921.63
11718,Minnesota,Rice County,186047.0,2014,64997,5451079,0.0119,2218.37
11719,Georgia,Spalding County,0.0,2014,63692,10067278,0.0063,0.0
11720,Minnesota,Blue Earth County,160331.0,2014,65300,5451079,0.012,1920.65
11721,Georgia,Catoosa County,126873.0,2014,65467,10067278,0.0065,825.05
11722,Michigan,Ionia County,116893.0,2014,64232,9929848,0.0065,756.13
11723,New Mexico,Otero County,0.0,2014,65336,2089568,0.0313,0.0
11724,Virginia,Pittsylvania County,118513.0,2014,62371,8310993,0.0075,889.4
11725,North Carolina,Chatham County,273772.0,2014,66669,9932887,0.0067,1837.54
11726,California,Tehama County,211770.0,2014,62801,38596972,0.0016,344.57
11727,Georgia,Liberty County,113437.0,2014,64091,10067278,0.0064,722.17
11728,North Carolina,Sampson County,76178.0,2014,63796,9932887,0.0064,489.27
11729,Montana,Lewis and Clark County,223047.0,2014,65703,1021869,0.0643,14341.23
11730,Michigan,Montcalm County,107329.0,2014,62804,9929848,0.0063,678.83
11731,New York,Washington County,131969.0,2014,62475,19651049,0.0032,419.56
11732,New York,Columbia County,218221.0,2014,61942,19651049,0.0032,687.85
11733,Kentucky,Pulaski County,112379.0,2014,63866,4414349,0.0145,1625.88
11734,Oregon,Coos County,182730.0,2014,62361,3963244,0.0157,2875.23
11735,Pennsylvania,Bradford County,120855.0,2014,61947,12788313,0.0048,585.43
11736,Tennessee,Hamblen County,114981.0,2014,63010,6541223,0.0096,1107.58
11737,Minnesota,Crow Wing County,160961.0,2014,63104,5451079,0.0116,1863.35
11738,Ohio,Lawrence County,85826.0,2014,61539,11602700,0.0053,455.21
11739,Wisconsin,Chippewa County,129884.0,2014,63333,5751525,0.011,1430.22
11740,West Virginia,Mercer County,64090.0,2014,61759,1849489,0.0334,2140.12
11741,New York,Otsego County,127103.0,2014,60950,19651049,0.0031,394.22
11742,Wisconsin,Sauk County,151574.0,2014,62959,5751525,0.0109,1659.2
11743,Arkansas,Crawford County,102703.0,2014,61807,2967392,0.0208,2139.17
11744,Ohio,Washington County,99837.0,2014,61160,11602700,0.0053,526.26
11745,Louisiana,Acadia Parish,102573.0,2014,62667,4644013,0.0135,1384.14
11746,Arkansas,Pope County,103705.0,2014,63117,2967392,0.0213,2205.83
11747,South Carolina,Kershaw County,105715.0,2014,63183,4823617,0.0131,1384.73
11748,North Dakota,Ward County,237831.0,2014,68869,737401,0.0934,22212.04
11749,Vermont,Rutland County,175153.0,2014,60039,625214,0.096,16819.86
11750,Tennessee,Tipton County,124288.0,2014,61596,6541223,0.0094,1170.37
11751,Texas,Starr County,64111.0,2014,62965,26964333,0.0023,149.71
11752,Ohio,Sandusky County,95551.0,2014,59827,11602700,0.0052,492.69
11753,Ohio,Knox County,100904.0,2014,61000,11602700,0.0053,530.49
11754,Washington,Mason County,205084.0,2014,60604,7054655,0.0086,1761.8
11755,North Carolina,Franklin County,154911.0,2014,62691,9932887,0.0063,977.71
11756,North Carolina,Stanly County,140074.0,2014,60618,9932887,0.0061,854.84
11757,Oklahoma,Garfield County,74939.0,2014,62790,3878187,0.0162,1213.3
11758,Georgia,Jackson County,161582.0,2014,62101,10067278,0.0062,996.73
11759,Kentucky,Oldham County,257296.0,2014,63969,4414349,0.0145,3728.52
11760,Illinois,Jackson County,122541.0,2014,59359,12884493,0.0046,564.55
11761,South Carolina,Georgetown County,191886.0,2014,60825,4823617,0.0126,2419.65
11762,New Hampshire,Belknap County,212948.0,2014,60285,1333341,0.0452,9628.12
11763,New York,Genesee County,105918.0,2014,58725,19651049,0.003,316.52
11764,North Carolina,Granville County,131532.0,2014,57995,9932887,0.0058,767.97
11765,Mississippi,Lowndes County,106479.0,2014,59804,2990468,0.02,2129.39
11766,Indiana,Warrick County,149449.0,2014,60956,6593644,0.0092,1381.61
11767,Ohio,Huron County,96257.0,2014,58610,11602700,0.0051,486.23
11768,Vermont,Washington County,206760.0,2014,58961,625214,0.0943,19498.57
11769,North Carolina,Lenoir County,78085.0,2014,58255,9932887,0.0059,457.96
11770,Michigan,Barry County,139371.0,2014,59295,9929848,0.006,832.24
11771,Texas,Wise County,180463.0,2014,61702,26964333,0.0023,412.95
11772,North Carolina,Haywood County,163380.0,2014,59132,9932887,0.006,972.63
11773,Minnesota,Clay County,174257.0,2014,61238,5451079,0.0112,1957.62
11774,Kentucky,Laurel County,103272.0,2014,59897,4414349,0.0136,1401.27
11775,Washington,Walla Walla County,193025.0,2014,59510,7054655,0.0084,1628.27
11776,Nebraska,Hall County,124023.0,2014,61099,1879321,0.0325,4032.14
11777,North Carolina,Duplin County,74621.0,2014,59432,9932887,0.006,446.48
11778,Illinois,Whiteside County,88364.0,2014,57021,12884493,0.0044,391.06
11779,Texas,Anderson County,91933.0,2014,57829,26964333,0.0021,197.16
11780,Utah,Tooele County,196741.0,2014,61442,2936879,0.0209,4115.99
11781,Missouri,Newton County,105702.0,2014,58127,6056202,0.0096,1014.52
11782,North Carolina,Columbus County,78630.0,2014,56883,9932887,0.0057,450.29
11783,Louisiana,Vermilion Parish,0.0,2014,59534,4644013,0.0128,0.0
11784,North Carolina,Lee County,121856.0,2014,59401,9932887,0.006,728.73
11785,Maine,Oxford County,143623.0,2014,57323,1330513,0.0431,6187.76
11786,Tennessee,Carter County,97129.0,2014,56325,6541223,0.0086,836.36
11787,Pennsylvania,Pike County,162683.0,2014,55638,12788313,0.0044,707.78
11788,Alabama,Blount County,176975.0,2014,57526,4841799,0.0119,2102.66
11789,Minnesota,Otter Tail County,185100.0,2014,57482,5451079,0.0105,1951.89
11790,Wisconsin,Columbia County,160246.0,2014,56648,5751525,0.0098,1578.3
11791,Tennessee,Hawkins County,103625.0,2014,56481,6541223,0.0086,894.76
11792,Ohio,Seneca County,88841.0,2014,55803,11602700,0.0048,427.28
11793,Vermont,Windsor County,239224.0,2014,55727,625214,0.0891,21322.68
11794,Indiana,Boone County,222428.0,2014,61631,6593644,0.0093,2079.04
11795,North Carolina,Edgecombe County,59788.0,2014,54866,9932887,0.0055,330.25
11796,West Virginia,Marion County,89330.0,2014,56792,1849489,0.0307,2743.04
11797,Colorado,Garfield County,313204.0,2014,57161,5350101,0.0107,3346.3
11798,Virginia,Franklin County,187239.0,2014,56258,8310993,0.0068,1267.44
11799,Tennessee,Cumberland County,131225.0,2014,57924,6541223,0.0089,1162.03
11800,Colorado,Broomfield County,348005.0,2014,61764,5350101,0.0115,4017.53
11801,Mississippi,Pearl River County,127852.0,2014,55121,2990468,0.0184,2356.6
11802,Michigan,Tuscola County,80393.0,2014,53923,9929848,0.0054,436.57
11803,Ohio,Pickaway County,141062.0,2014,56704,11602700,0.0049,689.39
11804,Mississippi,Lamar County,159228.0,2014,60153,2990468,0.0201,3202.86
11805,Kansas,Saline County,112267.0,2014,55511,2900475,0.0191,2148.63
11806,New York,Fulton County,96384.0,2014,53932,19651049,0.0027,264.52
11807,West Virginia,Putnam County,143019.0,2014,56625,1849489,0.0306,4378.75
11808,Alaska,Kenai Peninsula Borough,203930.0,2014,57558,736283,0.0782,15941.97
11809,California,Tuolumne County,0.0,2014,53851,38596972,0.0014,0.0
11810,South Carolina,Cherokee County,65044.0,2014,56351,4823617,0.0117,759.86
11811,Nevada,Carson City,208905.0,2014,54082,2817628,0.0192,4009.76
