,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE,Percent_change,New_percent_change
18143,Utah,Sevier County,161877.0,2016,21131,3041868,0.00694671826653885,1124.51,0.049,1.049
20879,Utah,Sevier County,175116.0,2017,21292,3101042,0.00686607920821453,1202.36,0.0818,1.0818
23615,Utah,Sevier County,187986.0,2018,21497,3153550,0.006816762061803364,1281.46,0.0735,1.0735
26351,Utah,Sevier County,204332.0,2019,21620,3205958,0.00674369408457628,1377.95,0.087,1.087
1208,Utah,Summit County,460046.0,2010,36500,2775332,0.013151579702896807,6050.33,0.0,1.0
3944,Utah,Summit County,481721.0,2011,37421,2814384,0.013296337671049863,6405.13,0.0471,1.0471
6680,Utah,Summit County,509579.0,2012,37864,2853375,0.013269899680203269,6762.06,0.0578,1.0578
9416,Utah,Summit County,561003.0,2013,38420,2897640,0.01325906599853674,7438.38,0.1009,1.1009
12152,Utah,Summit County,599753.0,2014,39113,2936879,0.013317879286140151,7987.44,0.0691,1.0691
14888,Utah,Summit County,628206.0,2015,39640,2981835,0.013293827458595127,8351.26,0.0474,1.0474
17624,Utah,Summit County,684895.0,2016,40512,3041868,0.013318132147746057,9121.52,0.0902,1.0902
20360,Utah,Summit County,719091.0,2017,41330,3101042,0.013327778211323806,9583.89,0.0499,1.0499
23096,Utah,Summit County,766943.0,2018,41890,3153550,0.013283442469597754,10187.64,0.0665,1.0665
25832,Utah,Summit County,793565.0,2019,42145,3205958,0.013145836595488774,10432.08,0.0347,1.0347
836,Utah,Tooele County,175064.0,2010,58502,2775332,0.021079279884352573,3690.22,0.0,1.0
3572,Utah,Tooele County,170155.0,2011,59190,2814384,0.021031245203213207,3578.57,-0.028,0.972
6308,Utah,Tooele County,176953.0,2012,59792,2853375,0.020954834187584877,3708.02,0.04,1.04
9044,Utah,Tooele County,190600.0,2013,60633,2897640,0.02092495962231333,3988.3,0.0771,1.0771
11780,Utah,Tooele County,196741.0,2014,61442,2936879,0.02092084828826792,4115.99,0.0322,1.0322
14516,Utah,Tooele County,207647.0,2015,62639,2981835,0.021006863223484867,4362.01,0.0554,1.0554
17252,Utah,Tooele County,229380.0,2016,64612,3041868,0.021240895397170424,4872.24,0.1047,1.1047
19988,Utah,Tooele County,251342.0,2017,67486,3101042,0.021762362457522343,5469.8,0.0957,1.0957
22724,Utah,Tooele County,280780.0,2018,69989,3153550,0.02219371819061058,6231.55,0.1171,1.1171
25460,Utah,Tooele County,294967.0,2019,72259,3205958,0.022538972750110887,6648.25,0.0505,1.0505
1316,Utah,Uintah County,154832.0,2010,32467,2775332,0.011698420225039743,1811.29,0.0,1.0
4052,Utah,Uintah County,151146.0,2011,33241,2814384,0.01181111035310036,1785.2,-0.0238,0.9762
6788,Utah,Uintah County,157757.0,2012,34641,2853375,0.012140360099881719,1915.23,0.0437,1.0437
9524,Utah,Uintah County,171563.0,2013,35682,2897640,0.012314159108791982,2112.65,0.0875,1.0875
12260,Utah,Uintah County,180456.0,2014,36918,2936879,0.012570487241728379,2268.42,0.0518,1.0518
14996,Utah,Uintah County,192032.0,2015,37791,2981835,0.012673739492627862,2433.76,0.0641,1.0641
17732,Utah,Uintah County,204555.0,2016,36264,3041868,0.011921621845523868,2438.63,0.0652,1.0652
20468,Utah,Uintah County,219124.0,2017,35228,3101042,0.011360052524280548,2489.26,0.0712,1.0712
23204,Utah,Uintah County,228611.0,2018,35405,3153550,0.011227029855242505,2566.62,0.0433,1.0433
25940,Utah,Uintah County,231558.0,2019,35734,3205958,0.011146122313517519,2580.97,0.0129,1.0129
117,Utah,Utah County,215602.0,2010,519998,2775332,0.18736425047525845,40396.11,0.0,1.0
2853,Utah,Utah County,205592.0,2011,530688,2814384,0.1885627547626763,38766.99,-0.0464,0.9536
5589,Utah,Utah County,221370.0,2012,539685,2853375,0.18913917729005125,41869.74,0.0767,1.0767
8325,Utah,Utah County,249634.0,2013,551273,2897640,0.19024896122361645,47492.61,0.1277,1.1277
11061,Utah,Utah County,257019.0,2014,560649,2936879,0.1908995910284353,49064.82,0.0296,1.0296
13797,Utah,Utah County,277327.0,2015,572667,2981835,0.19205187409766133,53261.17,0.079,1.079
16533,Utah,Utah County,296557.0,2016,590288,3041868,0.19405444286208343,57548.2,0.0693,1.0693
19269,Utah,Utah County,322608.0,2017,606742,3101042,0.1956574596538841,63120.66,0.0878,1.0878
22005,Utah,Utah County,355489.0,2018,621520,3153550,0.19708582391273327,70061.84,0.1019,1.1019
24741,Utah,Utah County,368913.0,2019,636235,3205958,0.19845394106847314,73212.24,0.0378,1.0378
1594,Utah,Wasatch County,302651.0,2010,23644,2775332,0.008519341109460057,2578.39,0.0,1.0
4330,Utah,Wasatch County,293562.0,2011,24408,2814384,0.008672590520696535,2545.94,-0.03,0.97
7066,Utah,Wasatch County,304829.0,2012,25344,2853375,0.008882113286897095,2707.53,0.0384,1.0384
9802,Utah,Wasatch County,329746.0,2013,26584,2897640,0.00917436258472412,3025.21,0.0817,1.0817
12538,Utah,Wasatch County,345733.0,2014,27814,2936879,0.009470597869370852,3274.3,0.0485,1.0485
15274,Utah,Wasatch County,373596.0,2015,29118,2981835,0.00976512784912646,3648.21,0.0806,1.0806
18010,Utah,Wasatch County,397238.0,2016,30375,3041868,0.009985640402542122,3966.68,0.0633,1.0633
20746,Utah,Wasatch County,434762.0,2017,31890,3101042,0.010283640144183794,4470.94,0.0945,1.0945
23482,Utah,Wasatch County,477288.0,2018,33067,3153550,0.01048564316405321,5004.67,0.0978,1.0977999999999999
26218,Utah,Wasatch County,511750.0,2019,34091,3205958,0.010633638993399164,5441.76,0.0722,1.0722
422,Utah,Washington County,202650.0,2010,138389,2775332,0.04986394420559414,10104.93,0.0,1.0
3158,Utah,Washington County,204982.0,2011,141249,2814384,0.050188247232786996,10287.69,0.0115,1.0115
5894,Utah,Washington County,218460.0,2012,144139,2853375,0.05051526700836728,11035.57,0.0658,1.0658
8630,Utah,Washington County,241027.0,2013,146987,2897640,0.05072645325161166,12226.44,0.1033,1.1033
11366,Utah,Washington County,251416.0,2014,151081,2936879,0.051442704993974894,12933.52,0.0431,1.0431
14102,Utah,Washington County,258313.0,2015,154650,2981835,0.05186403674247569,13397.15,0.0274,1.0274
16838,Utah,Washington County,276755.0,2016,159352,3041868,0.052386231092210446,14498.15,0.0714,1.0714
19574,Utah,Washington County,298442.0,2017,165929,3101042,0.053507498447296103,15968.88,0.0784,1.0784
22310,Utah,Washington County,327242.0,2018,171567,3153550,0.05440440138891091,17803.41,0.0965,1.0965
25046,Utah,Washington County,339217.0,2019,177556,3205958,0.05538313352826207,18786.9,0.0366,1.0366
261,Utah,Weber County,168459.0,2010,232133,2775332,0.08364152468965876,14090.17,0.0,1.0
2997,Utah,Weber County,162755.0,2011,233847,2814384,0.0830899408183105,13523.3,-0.0339,0.9661
5733,Utah,Weber County,164772.0,2012,236251,2853375,0.0827970385946467,13642.63,0.0124,1.0124
8469,Utah,Weber County,179144.0,2013,238062,2897640,0.0821572037934319,14717.97,0.0872,1.0872
11205,Utah,Weber County,182712.0,2014,240152,2936879,0.08177115911142406,14940.57,0.0199,1.0199
13941,Utah,Weber County,195199.0,2015,242872,2981835,0.0814505162089787,15899.06,0.0683,1.0683
16677,Utah,Weber County,217097.0,2016,247131,3041868,0.0812431703150827,17637.65,0.1122,1.1122
19413,Utah,Weber County,243258.0,2017,251576,3101042,0.08112627948928135,19734.62,0.1205,1.1205
22149,Utah,Weber County,272085.0,2018,255697,3153550,0.08108227235972158,22061.27,0.1185,1.1185
24885,Utah,Weber County,289598.0,2019,260213,3205958,0.08116544259157481,23505.35,0.0644,1.0644
1198,Vermont,Addison County,243792.0,2010,36823,625879,0.05883405578394546,14343.27,0.0,1.0
3934,Vermont,Addison County,243080.0,2011,36969,627049,0.058957114994203,14331.3,-0.0029,0.9971
6670,Vermont,Addison County,242844.0,2012,36899,626090,0.05893561628519861,14312.16,-0.001,0.999
9406,Vermont,Addison County,241205.0,2013,36934,626210,0.05898021430510532,14226.32,-0.0067,0.9933
12142,Vermont,Addison County,243162.0,2014,36932,625214,0.05907097409846868,14363.82,0.0081,1.0081
14878,Vermont,Addison County,244759.0,2015,36929,625216,0.05906598679496366,14456.93,0.0066,1.0066
17614,Vermont,Addison County,250084.0,2016,36931,623657,0.05921684515687309,14809.19,0.0218,1.0218
20350,Vermont,Addison County,258287.0,2017,36900,624344,0.05910203349435567,15265.29,0.0328,1.0328
23086,Vermont,Addison County,266936.0,2018,36873,624358,0.05905746382684293,15764.56,0.0335,1.0335
25822,Vermont,Addison County,279742.0,2019,36777,623989,0.058938538980655104,16487.58,0.048,1.048
1182,Vermont,Bennington County,218589.0,2010,37078,625879,0.059241482778620146,12949.54,0.0,1.0
3918,Vermont,Bennington County,212948.0,2011,36813,627049,0.05870833060893168,12501.82,-0.0258,0.9742
6654,Vermont,Bennington County,211657.0,2012,36610,626090,0.058474021306840866,12376.44,-0.0061,0.9939
9390,Vermont,Bennington County,208400.0,2013,36534,626210,0.05834145095095895,12158.36,-0.0154,0.9846
12126,Vermont,Bennington County,207914.0,2014,36167,625214,0.05784739305261878,12027.28,-0.0023,0.9977
14862,Vermont,Bennington County,206404.0,2015,36153,625216,0.05782481574367898,11935.27,-0.0073,0.9927
17598,Vermont,Bennington County,209014.0,2016,35911,623657,0.05758133076354471,12035.3,0.0126,1.0126
20334,Vermont,Bennington County,212546.0,2017,35675,624344,0.057139974116833026,12144.87,0.0169,1.0169
23070,Vermont,Bennington County,218080.0,2018,35520,624358,0.0568904378577675,12406.67,0.026,1.026
25806,Vermont,Bennington County,228061.0,2019,35470,623989,0.05684395077477327,12963.89,0.0458,1.0458
1350,Vermont,Caledonia County,137331.0,2010,31166,625879,0.049795567513848525,6838.48,0.0,1.0
4086,Vermont,Caledonia County,137440.0,2011,31111,627049,0.0496149423729246,6819.08,0.0008,1.0008
6822,Vermont,Caledonia County,137109.0,2012,31025,626090,0.04955357855899312,6794.24,-0.0024,0.9976
9558,Vermont,Caledonia County,139535.0,2013,31044,626210,0.04957442391529998,6917.37,0.0177,1.0177
12294,Vermont,Caledonia County,140560.0,2014,30873,625214,0.04937989232486797,6940.84,0.0073,1.0073
15030,Vermont,Caledonia County,141215.0,2015,30645,625216,0.049015060395127444,6921.66,0.0047,1.0047
17766,Vermont,Caledonia County,143116.0,2016,30154,623657,0.04835029511414127,6919.7,0.0135,1.0135
20502,Vermont,Caledonia County,147101.0,2017,30141,624344,0.048276270773804184,7101.49,0.0278,1.0278
23238,Vermont,Caledonia County,151021.0,2018,30236,624358,0.0484273445683406,7313.55,0.0266,1.0266
25974,Vermont,Caledonia County,157427.0,2019,29993,623989,0.04806655245525161,7566.97,0.0424,1.0424
378,Vermont,Chittenden County,274770.0,2010,156769,625879,0.25047812756139765,68823.88,0.0,1.0
3114,Vermont,Chittenden County,274626.0,2011,158033,627049,0.252026556138356,69213.05,-0.0005,0.9995
5850,Vermont,Chittenden County,271699.0,2012,158673,626090,0.25343480969189736,68857.98,-0.0107,0.9893
8586,Vermont,Chittenden County,280618.0,2013,159432,626210,0.2545982976956612,71444.87,0.0328,1.0328
11322,Vermont,Chittenden County,284689.0,2014,159945,625214,0.25582440572348025,72830.39,0.0145,1.0145
14058,Vermont,Chittenden County,290958.0,2015,161293,625216,0.25797964223564335,75061.24,0.022,1.022
16794,Vermont,Chittenden County,299443.0,2016,161563,623657,0.25905746267579777,77572.94,0.0292,1.0292
19530,Vermont,Chittenden County,322805.0,2017,163031,624344,0.26112367540971004,84292.03,0.078,1.078
22266,Vermont,Chittenden County,328218.0,2018,163571,624358,0.2619827086383133,85987.44,0.0168,1.0168
25002,Vermont,Chittenden County,339234.0,2019,163774,623989,0.26246296008423226,89036.36,0.0336,1.0336
2578,Vermont,Essex County,107797.0,2010,6312,625879,0.010085016432888786,1087.13,0.0,1.0
5314,Vermont,Essex County,96165.0,2011,6324,627049,0.010085336233691466,969.86,-0.1079,0.8921
8050,Vermont,Essex County,93187.0,2012,6224,626090,0.009941062786500343,926.38,-0.031,0.969
10786,Vermont,Essex County,99809.0,2013,6193,626210,0.009889653630571213,987.08,0.0711,1.0711
13522,Vermont,Essex County,99814.0,2014,6154,625214,0.00984302974661476,982.47,0.0001,1.0001
16258,Vermont,Essex County,103121.0,2015,6193,625216,0.009905376701811854,1021.45,0.0331,1.0331
18994,Vermont,Essex County,106165.0,2016,6224,623657,0.009979844690270454,1059.51,0.0295,1.0295
21730,Vermont,Essex County,110368.0,2017,6184,624344,0.009904796073959228,1093.17,0.0396,1.0396
24466,Vermont,Essex County,117348.0,2018,6234,624358,0.009984656238888586,1171.68,0.0632,1.0632
27202,Vermont,Essex County,121749.0,2019,6163,623989,0.009876776673947778,1202.49,0.0375,1.0375
962,Vermont,Franklin County,199473.0,2010,47821,625879,0.07640614240132677,15240.96,0.0,1.0
3698,Vermont,Franklin County,197868.0,2011,48228,627049,0.07691264956965085,15218.55,-0.008,0.992
6434,Vermont,Franklin County,197786.0,2012,48317,626090,0.07717261096647447,15263.66,-0.0004,0.9996
9170,Vermont,Franklin County,197079.0,2013,48407,626210,0.07730154421040865,15234.51,-0.0036,0.9964
11906,Vermont,Franklin County,199419.0,2014,48763,625214,0.07799409482193297,15553.5,0.0119,1.0119
14642,Vermont,Franklin County,201093.0,2015,48988,625216,0.07835372095403828,15756.38,0.0084,1.0084
17378,Vermont,Franklin County,205522.0,2016,48963,623657,0.0785095012162134,16135.43,0.022,1.022
20114,Vermont,Franklin County,212113.0,2017,48969,624344,0.07843272298604616,16636.6,0.0321,1.0321
22850,Vermont,Franklin County,219473.0,2018,49258,624358,0.07889383975219345,17315.07,0.0347,1.0347
25586,Vermont,Franklin County,232256.0,2019,49402,623989,0.07917126744221453,18388.0,0.0582,1.0582
2533,Vermont,Grand Isle County,229669.0,2010,6948,625879,0.01110118729019507,2549.6,0.0,1.0
5269,Vermont,Grand Isle County,228220.0,2011,6974,627049,0.01112193783898866,2538.25,-0.0063,0.9937
8005,Vermont,Grand Isle County,225935.0,2012,6972,626090,0.011135779201073328,2515.96,-0.01,0.99
10741,Vermont,Grand Isle County,220076.0,2013,6988,626210,0.01115919579693713,2455.87,-0.0259,0.9741
13477,Vermont,Grand Isle County,230005.0,2014,6968,625214,0.011144983957492954,2563.4,0.0451,1.0451
16213,Vermont,Grand Isle County,231776.0,2015,6871,625216,0.010989801924454909,2547.17,0.0077,1.0077
18949,Vermont,Grand Isle County,232107.0,2016,6921,623657,0.011097446192378181,2575.79,0.0014,1.0014
21685,Vermont,Grand Isle County,237798.0,2017,6975,624344,0.01117172584344528,2656.61,0.0245,1.0245
24421,Vermont,Grand Isle County,247366.0,2018,7110,624358,0.011387697442813257,2816.93,0.0402,1.0402
27157,Vermont,Grand Isle County,262271.0,2019,7235,623989,0.011594755676782764,3040.97,0.0603,1.0603
1562,Vermont,Lamoille County,243723.0,2010,24515,625879,0.039168912840980445,9546.36,0.0,1.0
4298,Vermont,Lamoille County,243657.0,2011,24707,627049,0.03940202440319656,9600.58,-0.0003,0.9997
7034,Vermont,Lamoille County,245138.0,2012,24945,626090,0.039842514654442655,9766.91,0.0061,1.0061
9770,Vermont,Lamoille County,241777.0,2013,25111,626210,0.040099966464923906,9695.25,-0.0137,0.9863
12506,Vermont,Lamoille County,242905.0,2014,25130,625214,0.04019423749308237,9763.38,0.0047,1.0047
15242,Vermont,Lamoille County,244577.0,2015,25240,625216,0.04037004811137271,9873.59,0.0069,1.0069
17978,Vermont,Lamoille County,249332.0,2016,25331,623657,0.040616877546471856,10127.09,0.0194,1.0194
20714,Vermont,Lamoille County,256382.0,2017,25360,624344,0.04061863331753008,10413.89,0.0283,1.0283
23450,Vermont,Lamoille County,266376.0,2018,25295,624358,0.04051361558592987,10791.85,0.039,1.039
26186,Vermont,Lamoille County,283532.0,2019,25362,623989,0.04064494726669861,11524.14,0.0644,1.0644
1392,Vermont,Orange County,180768.0,2010,28944,625879,0.0462453605249577,8359.68,0.0,1.0
4128,Vermont,Orange County,180924.0,2011,29018,627049,0.04627708520386764,8372.64,0.0009,1.0009
6864,Vermont,Orange County,181034.0,2012,28916,626090,0.04618505326710217,8361.06,0.0006,1.0006
9600,Vermont,Orange County,180980.0,2013,28848,626210,0.046067613101036395,8337.32,-0.0003,0.9997
12336,Vermont,Orange County,178786.0,2014,28875,625214,0.046184186534530575,8257.09,-0.0121,0.9879
15072,Vermont,Orange County,175415.0,2015,28887,625216,0.04620323216296448,8104.74,-0.0189,0.9811
17808,Vermont,Orange County,175571.0,2016,28908,623657,0.04635240204150679,8138.14,0.0009,1.0009
20544,Vermont,Orange County,182123.0,2017,28964,624344,0.046391092090257935,8448.88,0.0373,1.0373
23280,Vermont,Orange County,187670.0,2018,28888,624358,0.04626832682531496,8683.18,0.0305,1.0305
26016,Vermont,Orange County,197691.0,2019,28892,623989,0.04630209827416829,9153.51,0.0534,1.0534
1460,Vermont,Orleans County,133778.0,2010,27245,625879,0.043530778313380064,5823.46,0.0,1.0
4196,Vermont,Orleans County,134686.0,2011,27195,627049,0.04336981639393413,5841.31,0.0068,1.0068
6932,Vermont,Orleans County,136664.0,2012,27165,626090,0.04338833075116996,5929.62,0.0147,1.0147
9668,Vermont,Orleans County,136818.0,2013,27135,626210,0.04333210903690455,5928.61,0.0011,1.0011
12404,Vermont,Orleans County,137895.0,2014,27024,625214,0.04322360023927807,5960.32,0.0079,1.0079
15140,Vermont,Orleans County,138143.0,2015,27034,625216,0.043239456443853005,5973.23,0.0018,1.0018
17876,Vermont,Orleans County,144733.0,2016,26766,623657,0.04291782181551718,6211.63,0.0477,1.0477
20612,Vermont,Orleans County,148323.0,2017,26811,624344,0.0429426726291916,6369.39,0.0248,1.0248
23348,Vermont,Orleans County,152288.0,2018,26859,624358,0.04301858869430679,6551.21,0.0267,1.0267
26084,Vermont,Orleans County,160938.0,2019,27037,623989,0.043329289458628274,6973.33,0.0568,1.0568
805,Vermont,Rutland County,184088.0,2010,61586,625879,0.09839921134915855,18114.11,0.0,1.0
3541,Vermont,Rutland County,180666.0,2011,61235,627049,0.09765584507749793,17643.09,-0.0186,0.9814
6277,Vermont,Rutland County,179150.0,2012,60803,626090,0.0971154306888786,17398.23,-0.0084,0.9916
9013,Vermont,Rutland County,176003.0,2013,60488,626210,0.09659379441401447,17000.8,-0.0176,0.9824
11749,Vermont,Rutland County,175153.0,2014,60039,625214,0.09602951949252576,16819.86,-0.0048,0.9952
14485,Vermont,Rutland County,173009.0,2015,59544,625216,0.09523748592486436,16476.94,-0.0122,0.9878
17221,Vermont,Rutland County,173855.0,2016,59122,623657,0.09479890388466737,16481.26,0.0049,1.0049
19957,Vermont,Rutland County,176463.0,2017,59006,624344,0.0945087964327358,16677.31,0.015,1.015
22693,Vermont,Rutland County,180747.0,2018,58596,624358,0.09385000272279685,16963.11,0.0243,1.0243
25429,Vermont,Rutland County,187817.0,2019,58191,623989,0.09325645163616667,17515.15,0.0391,1.0391
824,Vermont,Washington County,206234.0,2010,59570,625879,0.09517814146184805,19628.97,0.0,1.0
3560,Vermont,Washington County,205086.0,2011,59591,627049,0.09503404040194625,19490.15,-0.0056,0.9944
6296,Vermont,Washington County,206113.0,2012,59407,626090,0.09488571930553115,19557.18,0.005,1.005
9032,Vermont,Washington County,204842.0,2013,59218,626210,0.09456572076459974,19371.03,-0.0062,0.9938
11768,Vermont,Washington County,206760.0,2014,58961,625214,0.09430530986190329,19498.57,0.0094,1.0094
14504,Vermont,Washington County,209370.0,2015,58652,625216,0.09381077899477941,19641.16,0.0126,1.0126
17240,Vermont,Washington County,215047.0,2016,58355,623657,0.09356906119870377,20121.75,0.0271,1.0271
19976,Vermont,Washington County,232979.0,2017,58253,624344,0.09330273054598107,21737.58,0.0834,1.0834
22712,Vermont,Washington County,225968.0,2018,58079,624358,0.0930219521492477,21019.98,-0.0301,0.9699
25448,Vermont,Washington County,231470.0,2019,58409,623989,0.09360581676920587,21666.94,0.0243,1.0243
1028,Vermont,Windham County,222309.0,2010,44502,625879,0.07110320045887464,15806.88,0.0,1.0
3764,Vermont,Windham County,230456.0,2011,44239,627049,0.070551105256527,16258.93,0.0366,1.0366
6500,Vermont,Windham County,228744.0,2012,43996,626090,0.0702710472935201,16074.08,-0.0074,0.9926
9236,Vermont,Windham County,226313.0,2013,43885,626210,0.0700803244917839,15860.09,-0.0106,0.9894
11972,Vermont,Windham County,229279.0,2014,43656,625214,0.06982569168316768,16009.56,0.0131,1.0131000000000001
14708,Vermont,Windham County,220840.0,2015,43246,625216,0.0691696949534241,15275.44,-0.0368,0.9632000000000001
